Report Date:;15/05/2024 13:38:14
Report User Name:;clt-sonde
Report Computer Name:;CLT-THO-SA249-P
Application:;WinSitu.exe
Application Version:;5.7.6.1


Log File Properties
File Name;240515-WS-BourgetB-05-2024_2024-05-15_13-38-05-073.wsl
Create Date;15/05/2024 13:37:05

Device Properties
Device;Level TROLL 400
Site;Bourget
Device Name; 
Serial Number;1028058
Firmware Version;3.09
Hardware Version;6
Device Address;1
Device Comm Cfg;9600,8,Even,1,(Modbus-ASCII)
Used Memory;50
Used Battery;15

Log Configuration
;Log Name;240515-WS-BourgetB-05-2024
;Created By;clt-sonde
;Computer Name;CLT-THO-SA249-P
;Application;WinSitu.exe
;Application Version;5.7.6.1
;Create Date;15/05/2024 10:36:48 Paris, Madrid (heure d’été)
;Log Setup Time Zone;Paris, Madrid (heure d’été)
;Notes Size(bytes);4096
;Overwrite when full;Disabled
;Scheduled Start Time;Manual Start
;Scheduled Stop Time;No Stop Time
;Type;Fast Linear
 ;Interval;Days: 0 hrs: 00 mins: 00 secs: 01



Level Reference Settings At Log Creation
;        Level Measurement Mode;Depth
;              Specific Gravity;0.999


Other Log Settings
;Pressure Offset:;966.732 (mBar)
;Depth of Probe:;-0.00698517 (m)
;Head Pressure:;-0.684326 (mBar)
;Temperature:;20.1221 (C)



Log Notes:
Date and Time;Note
15/05/2024 10:37:02;Used Battery: 15% Used Memory: 53%   User Name: clt-sonde
15/05/2024 10:37:14;Manual Start Command
15/05/2024 13:31:27;Used Battery: 15% Used Memory: 56%   User Name: clt-sonde
15/05/2024 13:31:29;Manual Stop Command


Log Data:
Record Count;10446

Sensors;1

 ,1,1028058,Pressure/Temp 500 PSIA (341.3m/1120ft)

Time Zone: Paris, Madrid (heure d’été)

;;Sensor: Pres(A) 1120ft                  ;
;Elapsed Time;SN#: 1028058                            ;
Date and Time;Seconds     ;Depth (m)                               ;
15/05/2024 10:52:44;     930.000;                                   0.011;
15/05/2024 10:52:45;     931.000;                                   0.018;
15/05/2024 10:52:46;     932.000;                                   0.011;
15/05/2024 10:52:47;     933.000;                                   0.000;
15/05/2024 10:52:48;     934.000;                                  -0.003;
15/05/2024 10:52:49;     935.000;                                  -0.024;
15/05/2024 10:52:50;     936.000;                                   0.008;
15/05/2024 10:52:51;     937.000;                                   0.022;
15/05/2024 10:52:52;     938.000;                                  -0.027;
15/05/2024 10:52:53;     939.000;                                   0.008;
15/05/2024 10:52:54;     940.000;                                   0.011;
15/05/2024 10:52:55;     941.000;                                  -0.021;
15/05/2024 10:52:56;     942.000;                                  -0.027;
15/05/2024 10:52:57;     943.000;                                  -0.042;
15/05/2024 10:52:58;     944.000;                                  -0.003;
15/05/2024 10:52:59;     945.000;                                  -0.010;
15/05/2024 10:53:00;     946.000;                                   0.004;
15/05/2024 10:53:01;     947.000;                                   0.004;
15/05/2024 10:53:02;     948.000;                                  -0.013;
15/05/2024 10:53:03;     949.000;                                   0.001;
15/05/2024 10:53:04;     950.000;                                  -0.021;
15/05/2024 10:53:05;     951.000;                                  -0.021;
15/05/2024 10:53:06;     952.000;                                  -0.017;
15/05/2024 10:53:07;     953.000;                                   0.001;
15/05/2024 10:53:08;     954.000;                                  -0.010;
15/05/2024 10:53:09;     955.000;                                  -0.024;
15/05/2024 10:53:10;     956.000;                                  -0.017;
15/05/2024 10:53:11;     957.000;                                   0.001;
15/05/2024 10:53:12;     958.000;                                  -0.007;
15/05/2024 10:53:13;     959.000;                                  -0.003;
15/05/2024 10:53:14;     960.000;                                   0.001;
15/05/2024 10:53:15;     961.000;                                  -0.024;
15/05/2024 10:53:16;     962.000;                                   0.008;
15/05/2024 10:53:17;     963.000;                                  -0.013;
15/05/2024 10:53:18;     964.000;                                  -0.021;
15/05/2024 10:53:19;     965.000;                                  -0.003;
15/05/2024 10:53:20;     966.000;                                   0.018;
15/05/2024 10:53:21;     967.000;                                   0.004;
15/05/2024 10:53:22;     968.000;                                   0.000;
15/05/2024 10:53:23;     969.000;                                   0.000;
15/05/2024 10:53:24;     970.000;                                  -0.003;
15/05/2024 10:53:25;     971.000;                                  -0.017;
15/05/2024 10:53:26;     972.000;                                   0.000;
15/05/2024 10:53:27;     973.000;                                  -0.031;
15/05/2024 10:53:28;     974.000;                                  -0.007;
15/05/2024 10:53:29;     975.000;                                   0.011;
15/05/2024 10:53:30;     976.000;                                  -0.007;
15/05/2024 10:53:31;     977.000;                                  -0.014;
15/05/2024 10:53:32;     978.000;                                  -0.010;
15/05/2024 10:53:33;     979.000;                                   0.000;
15/05/2024 10:53:34;     980.000;                                   0.007;
15/05/2024 10:53:35;     981.000;                                  -0.007;
15/05/2024 10:53:36;     982.000;                                  -0.014;
15/05/2024 10:53:37;     983.000;                                  -0.000;
15/05/2024 10:53:38;     984.000;                                  -0.014;
15/05/2024 10:53:39;     985.000;                                   0.004;
15/05/2024 10:53:40;     986.000;                                  -0.022;
15/05/2024 10:53:41;     987.000;                                   0.025;
15/05/2024 10:53:42;     988.000;                                   0.007;
15/05/2024 10:53:43;     989.000;                                   0.007;
15/05/2024 10:53:44;     990.000;                                  -0.022;
15/05/2024 10:53:45;     991.000;                                  -0.004;
15/05/2024 10:53:46;     992.000;                                  -0.032;
15/05/2024 10:53:47;     993.000;                                  -0.025;
15/05/2024 10:53:48;     994.000;                                  -0.007;
15/05/2024 10:53:49;     995.000;                                  -0.014;
15/05/2024 10:53:50;     996.000;                                  -0.011;
15/05/2024 10:53:51;     997.000;                                  -0.004;
15/05/2024 10:53:52;     998.000;                                  -0.001;
15/05/2024 10:53:53;     999.000;                                  -0.010;
15/05/2024 10:53:54;    1000.000;                                  -0.007;
15/05/2024 10:53:55;    1001.000;                                  -0.014;
15/05/2024 10:53:56;    1002.000;                                  -0.007;
15/05/2024 10:53:57;    1003.000;                                  -0.004;
15/05/2024 10:53:58;    1004.000;                                  -0.018;
15/05/2024 10:53:59;    1005.000;                                   0.007;
15/05/2024 10:54:00;    1006.000;                                  -0.004;
15/05/2024 10:54:01;    1007.000;                                  -0.008;
15/05/2024 10:54:02;    1008.000;                                  -0.018;
15/05/2024 10:54:03;    1009.000;                                  -0.011;
15/05/2024 10:54:04;    1010.000;                                  -0.015;
15/05/2024 10:54:05;    1011.000;                                   0.003;
15/05/2024 10:54:06;    1012.000;                                  -0.029;
15/05/2024 10:54:07;    1013.000;                                  -0.008;
15/05/2024 10:54:08;    1014.000;                                  -0.001;
15/05/2024 10:54:09;    1015.000;                                   0.016;
15/05/2024 10:54:10;    1016.000;                                  -0.008;
15/05/2024 10:54:11;    1017.000;                                  -0.001;
15/05/2024 10:54:12;    1018.000;                                   0.003;
15/05/2024 10:54:13;    1019.000;                                  -0.005;
15/05/2024 10:54:14;    1020.000;                                  -0.001;
15/05/2024 10:54:15;    1021.000;                                  -0.001;
15/05/2024 10:54:16;    1022.000;                                  -0.015;
15/05/2024 10:54:17;    1023.000;                                  -0.026;
15/05/2024 10:54:18;    1024.000;                                  -0.026;
15/05/2024 10:54:19;    1025.000;                                  -0.008;
15/05/2024 10:54:20;    1026.000;                                   0.002;
15/05/2024 10:54:21;    1027.000;                                  -0.012;
15/05/2024 10:54:22;    1028.000;                                  -0.015;
15/05/2024 10:54:23;    1029.000;                                   0.002;
15/05/2024 10:54:24;    1030.000;                                  -0.026;
15/05/2024 10:54:25;    1031.000;                                  -0.026;
15/05/2024 10:54:26;    1032.000;                                  -0.012;
15/05/2024 10:54:27;    1033.000;                                   0.009;
15/05/2024 10:54:28;    1034.000;                                  -0.011;
15/05/2024 10:54:29;    1035.000;                                  -0.012;
15/05/2024 10:54:30;    1036.000;                                  -0.023;
15/05/2024 10:54:31;    1037.000;                                  -0.012;
15/05/2024 10:54:32;    1038.000;                                  -0.005;
15/05/2024 10:54:33;    1039.000;                                  -0.008;
15/05/2024 10:54:34;    1040.000;                                  -0.008;
15/05/2024 10:54:35;    1041.000;                                  -0.030;
15/05/2024 10:54:36;    1042.000;                                  -0.023;
15/05/2024 10:54:37;    1043.000;                                  -0.016;
15/05/2024 10:54:38;    1044.000;                                  -0.005;
15/05/2024 10:54:39;    1045.000;                                  -0.005;
15/05/2024 10:54:40;    1046.000;                                  -0.016;
15/05/2024 10:54:41;    1047.000;                                  -0.012;
15/05/2024 10:54:42;    1048.000;                                  -0.008;
15/05/2024 10:54:43;    1049.000;                                   0.041;
15/05/2024 10:54:44;    1050.000;                                  -0.008;
15/05/2024 10:54:45;    1051.000;                                   0.034;
15/05/2024 10:54:46;    1052.000;                                  -0.019;
15/05/2024 10:54:47;    1053.000;                                  -0.002;
15/05/2024 10:54:48;    1054.000;                                  -0.005;
15/05/2024 10:54:49;    1055.000;                                  -0.016;
15/05/2024 10:54:50;    1056.000;                                   0.013;
15/05/2024 10:54:51;    1057.000;                                  -0.019;
15/05/2024 10:54:52;    1058.000;                                  -0.012;
15/05/2024 10:54:53;    1059.000;                                   0.006;
15/05/2024 10:54:54;    1060.000;                                  -0.015;
15/05/2024 10:54:55;    1061.000;                                  -0.019;
15/05/2024 10:54:56;    1062.000;                                   0.019;
15/05/2024 10:54:57;    1063.000;                                  -0.019;
15/05/2024 10:54:58;    1064.000;                                  -0.005;
15/05/2024 10:54:59;    1065.000;                                  -0.019;
15/05/2024 10:55:00;    1066.000;                                   0.001;
15/05/2024 10:55:01;    1067.000;                                  -0.005;
15/05/2024 10:55:02;    1068.000;                                   0.009;
15/05/2024 10:55:03;    1069.000;                                   0.005;
15/05/2024 10:55:04;    1070.000;                                  -0.002;
15/05/2024 10:55:05;    1071.000;                                  -0.027;
15/05/2024 10:55:06;    1072.000;                                  -0.023;
15/05/2024 10:55:07;    1073.000;                                  -0.016;
15/05/2024 10:55:08;    1074.000;                                   0.002;
15/05/2024 10:55:09;    1075.000;                                  -0.005;
15/05/2024 10:55:10;    1076.000;                                  -0.012;
15/05/2024 10:55:11;    1077.000;                                   0.020;
15/05/2024 10:55:12;    1078.000;                                  -0.016;
15/05/2024 10:55:13;    1079.000;                                   0.009;
15/05/2024 10:55:14;    1080.000;                                  -0.009;
15/05/2024 10:55:15;    1081.000;                                  -0.009;
15/05/2024 10:55:16;    1082.000;                                  -0.030;
15/05/2024 10:55:17;    1083.000;                                   0.005;
15/05/2024 10:55:18;    1084.000;                                   0.012;
15/05/2024 10:55:19;    1085.000;                                  -0.005;
15/05/2024 10:55:20;    1086.000;                                   0.005;
15/05/2024 10:55:21;    1087.000;                                   0.001;
15/05/2024 10:55:22;    1088.000;                                  -0.012;
15/05/2024 10:55:23;    1089.000;                                  -0.002;
15/05/2024 10:55:24;    1090.000;                                   0.005;
15/05/2024 10:55:25;    1091.000;                                  -0.006;
15/05/2024 10:55:26;    1092.000;                                  -0.023;
15/05/2024 10:55:27;    1093.000;                                   0.005;
15/05/2024 10:55:28;    1094.000;                                  -0.023;
15/05/2024 10:55:29;    1095.000;                                  -0.002;
15/05/2024 10:55:30;    1096.000;                                   0.016;
15/05/2024 10:55:31;    1097.000;                                  -0.016;
15/05/2024 10:55:32;    1098.000;                                  -0.009;
15/05/2024 10:55:33;    1099.000;                                  -0.009;
15/05/2024 10:55:34;    1100.000;                                   0.005;
15/05/2024 10:55:35;    1101.000;                                   0.030;
15/05/2024 10:55:36;    1102.000;                                  -0.006;
15/05/2024 10:55:37;    1103.000;                                  -0.016;
15/05/2024 10:55:38;    1104.000;                                  -0.009;
15/05/2024 10:55:39;    1105.000;                                  -0.002;
15/05/2024 10:55:40;    1106.000;                                  -0.016;
15/05/2024 10:55:41;    1107.000;                                  -0.009;
15/05/2024 10:55:42;    1108.000;                                  -0.019;
15/05/2024 10:55:43;    1109.000;                                  -0.016;
15/05/2024 10:55:44;    1110.000;                                  -0.006;
15/05/2024 10:55:45;    1111.000;                                  -0.002;
15/05/2024 10:55:46;    1112.000;                                   0.008;
15/05/2024 10:55:47;    1113.000;                                  -0.016;
15/05/2024 10:55:48;    1114.000;                                  -0.009;
15/05/2024 10:55:49;    1115.000;                                  -0.020;
15/05/2024 10:55:50;    1116.000;                                   0.001;
15/05/2024 10:55:51;    1117.000;                                  -0.016;
15/05/2024 10:55:52;    1118.000;                                  -0.016;
15/05/2024 10:55:53;    1119.000;                                   0.001;
15/05/2024 10:55:54;    1120.000;                                  -0.009;
15/05/2024 10:55:55;    1121.000;                                  -0.002;
15/05/2024 10:55:56;    1122.000;                                   0.009;
15/05/2024 10:55:57;    1123.000;                                   0.001;
15/05/2024 10:55:58;    1124.000;                                  -0.003;
15/05/2024 10:55:59;    1125.000;                                  -0.016;
15/05/2024 10:56:00;    1126.000;                                   0.001;
15/05/2024 10:56:01;    1127.000;                                  -0.024;
15/05/2024 10:56:02;    1128.000;                                  -0.030;
15/05/2024 10:56:03;    1129.000;                                  -0.009;
15/05/2024 10:56:04;    1130.000;                                   0.001;
15/05/2024 10:56:05;    1131.000;                                  -0.016;
15/05/2024 10:56:06;    1132.000;                                  -0.013;
15/05/2024 10:56:07;    1133.000;                                  -0.006;
15/05/2024 10:56:08;    1134.000;                                  -0.003;
15/05/2024 10:56:09;    1135.000;                                   0.012;
15/05/2024 10:56:10;    1136.000;                                   0.008;
15/05/2024 10:56:11;    1137.000;                                  -0.016;
15/05/2024 10:56:12;    1138.000;                                   0.001;
15/05/2024 10:56:13;    1139.000;                                   0.001;
15/05/2024 10:56:14;    1140.000;                                  -0.006;
15/05/2024 10:56:15;    1141.000;                                  -0.006;
15/05/2024 10:56:16;    1142.000;                                   0.005;
15/05/2024 10:56:17;    1143.000;                                   0.005;
15/05/2024 10:56:18;    1144.000;                                   0.001;
15/05/2024 10:56:19;    1145.000;                                  -0.020;
15/05/2024 10:56:20;    1146.000;                                  -0.020;
15/05/2024 10:56:21;    1147.000;                                   0.012;
15/05/2024 10:56:22;    1148.000;                                   0.019;
15/05/2024 10:56:23;    1149.000;                                  -0.024;
15/05/2024 10:56:24;    1150.000;                                  -0.009;
15/05/2024 10:56:25;    1151.000;                                  -0.003;
15/05/2024 10:56:26;    1152.000;                                  -0.024;
15/05/2024 10:56:27;    1153.000;                                   0.008;
15/05/2024 10:56:28;    1154.000;                                  -0.009;
15/05/2024 10:56:29;    1155.000;                                  -0.027;
15/05/2024 10:56:30;    1156.000;                                  -0.006;
15/05/2024 10:56:31;    1157.000;                                  -0.027;
15/05/2024 10:56:32;    1158.000;                                  -0.003;
15/05/2024 10:56:33;    1159.000;                                  -0.031;
15/05/2024 10:56:34;    1160.000;                                   0.008;
15/05/2024 10:56:35;    1161.000;                                  -0.010;
15/05/2024 10:56:36;    1162.000;                                   0.001;
15/05/2024 10:56:37;    1163.000;                                  -0.020;
15/05/2024 10:56:38;    1164.000;                                   0.008;
15/05/2024 10:56:39;    1165.000;                                  -0.027;
15/05/2024 10:56:40;    1166.000;                                  -0.013;
15/05/2024 10:56:41;    1167.000;                                  -0.003;
15/05/2024 10:56:42;    1168.000;                                  -0.007;
15/05/2024 10:56:43;    1169.000;                                  -0.007;
15/05/2024 10:56:44;    1170.000;                                  -0.003;
15/05/2024 10:56:45;    1171.000;                                  -0.038;
15/05/2024 10:56:46;    1172.000;                                   0.001;
15/05/2024 10:56:47;    1173.000;                                  -0.020;
15/05/2024 10:56:48;    1174.000;                                  -0.010;
15/05/2024 10:56:49;    1175.000;                                   0.001;
15/05/2024 10:56:50;    1176.000;                                  -0.010;
15/05/2024 10:56:51;    1177.000;                                   0.000;
15/05/2024 10:56:52;    1178.000;                                   0.011;
15/05/2024 10:56:53;    1179.000;                                  -0.010;
15/05/2024 10:56:54;    1180.000;                                   0.025;
15/05/2024 10:56:55;    1181.000;                                   0.011;
15/05/2024 10:56:56;    1182.000;                                  -0.004;
15/05/2024 10:56:57;    1183.000;                                  -0.014;
15/05/2024 10:56:58;    1184.000;                                  -0.007;
15/05/2024 10:56:59;    1185.000;                                  -0.007;
15/05/2024 10:57:00;    1186.000;                                   0.018;
15/05/2024 10:57:01;    1187.000;                                  -0.010;
15/05/2024 10:57:02;    1188.000;                                  -0.010;
15/05/2024 10:57:03;    1189.000;                                  -0.017;
15/05/2024 10:57:04;    1190.000;                                   0.004;
15/05/2024 10:57:05;    1191.000;                                  -0.017;
15/05/2024 10:57:06;    1192.000;                                  -0.021;
15/05/2024 10:57:07;    1193.000;                                  -0.007;
15/05/2024 10:57:08;    1194.000;                                  -0.017;
15/05/2024 10:57:09;    1195.000;                                   0.000;
15/05/2024 10:57:10;    1196.000;                                   0.000;
15/05/2024 10:57:11;    1197.000;                                  -0.007;
15/05/2024 10:57:12;    1198.000;                                   0.011;
15/05/2024 10:57:13;    1199.000;                                  -0.035;
15/05/2024 10:57:14;    1200.000;                                  -0.014;
15/05/2024 10:57:15;    1201.000;                                   0.018;
15/05/2024 10:57:16;    1202.000;                                   0.014;
15/05/2024 10:57:17;    1203.000;                                  -0.025;
15/05/2024 10:57:18;    1204.000;                                  -0.000;
15/05/2024 10:57:19;    1205.000;                                  -0.004;
15/05/2024 10:57:20;    1206.000;                                   0.011;
15/05/2024 10:57:21;    1207.000;                                  -0.011;
15/05/2024 10:57:22;    1208.000;                                   0.000;
15/05/2024 10:57:23;    1209.000;                                  -0.004;
15/05/2024 10:57:24;    1210.000;                                   0.021;
15/05/2024 10:57:25;    1211.000;                                  -0.000;
15/05/2024 10:57:26;    1212.000;                                  -0.014;
15/05/2024 10:57:27;    1213.000;                                   0.007;
15/05/2024 10:57:28;    1214.000;                                  -0.007;
15/05/2024 10:57:29;    1215.000;                                  -0.000;
15/05/2024 10:57:30;    1216.000;                                  -0.000;
15/05/2024 10:57:31;    1217.000;                                  -0.011;
15/05/2024 10:57:32;    1218.000;                                  -0.008;
15/05/2024 10:57:33;    1219.000;                                  -0.008;
15/05/2024 10:57:34;    1220.000;                                   0.003;
15/05/2024 10:57:35;    1221.000;                                  -0.011;
15/05/2024 10:57:36;    1222.000;                                   0.010;
15/05/2024 10:57:37;    1223.000;                                  -0.004;
15/05/2024 10:57:38;    1224.000;                                  -0.008;
15/05/2024 10:57:39;    1225.000;                                  -0.011;
15/05/2024 10:57:40;    1226.000;                                  -0.004;
15/05/2024 10:57:41;    1227.000;                                   0.006;
15/05/2024 10:57:42;    1228.000;                                  -0.018;
15/05/2024 10:57:43;    1229.000;                                  -0.001;
15/05/2024 10:57:44;    1230.000;                                   0.017;
15/05/2024 10:57:45;    1231.000;                                  -0.026;
15/05/2024 10:57:46;    1232.000;                                   0.006;
15/05/2024 10:57:47;    1233.000;                                  -0.001;
15/05/2024 10:57:48;    1234.000;                                  -0.015;
15/05/2024 10:57:49;    1235.000;                                  -0.026;
15/05/2024 10:57:50;    1236.000;                                  -0.015;
15/05/2024 10:57:51;    1237.000;                                   0.010;
15/05/2024 10:57:52;    1238.000;                                  -0.019;
15/05/2024 10:57:53;    1239.000;                                  -0.018;
15/05/2024 10:57:54;    1240.000;                                  -0.019;
15/05/2024 10:57:55;    1241.000;                                  -0.008;
15/05/2024 10:57:56;    1242.000;                                   0.002;
15/05/2024 10:57:57;    1243.000;                                  -0.005;
15/05/2024 10:57:58;    1244.000;                                  -0.008;
15/05/2024 10:57:59;    1245.000;                                   0.006;
15/05/2024 10:58:00;    1246.000;                                  -0.018;
15/05/2024 10:58:01;    1247.000;                                  -0.033;
15/05/2024 10:58:02;    1248.000;                                  -0.015;
15/05/2024 10:58:03;    1249.000;                                   0.002;
15/05/2024 10:58:04;    1250.000;                                  -0.005;
15/05/2024 10:58:05;    1251.000;                                  -0.019;
15/05/2024 10:58:06;    1252.000;                                  -0.008;
15/05/2024 10:58:07;    1253.000;                                  -0.026;
15/05/2024 10:58:08;    1254.000;                                   0.006;
15/05/2024 10:58:09;    1255.000;                                  -0.001;
15/05/2024 10:58:10;    1256.000;                                  -0.005;
15/05/2024 10:58:11;    1257.000;                                  -0.009;
15/05/2024 10:58:12;    1258.000;                                  -0.005;
15/05/2024 10:58:13;    1259.000;                                  -0.012;
15/05/2024 10:58:14;    1260.000;                                  -0.012;
15/05/2024 10:58:15;    1261.000;                                  -0.012;
15/05/2024 10:58:16;    1262.000;                                  -0.023;
15/05/2024 10:58:17;    1263.000;                                   0.005;
15/05/2024 10:58:18;    1264.000;                                  -0.016;
15/05/2024 10:58:19;    1265.000;                                  -0.009;
15/05/2024 10:58:20;    1266.000;                                  -0.012;
15/05/2024 10:58:21;    1267.000;                                  -0.006;
15/05/2024 10:58:22;    1268.000;                                   0.005;
15/05/2024 10:58:23;    1269.000;                                   0.002;
15/05/2024 10:58:24;    1270.000;                                  -0.002;
15/05/2024 10:58:25;    1271.000;                                   0.002;
15/05/2024 10:58:26;    1272.000;                                  -0.010;
15/05/2024 10:58:27;    1273.000;                                   0.001;
15/05/2024 10:58:28;    1274.000;                                   0.016;
15/05/2024 10:58:29;    1275.000;                                   0.004;
15/05/2024 10:58:30;    1276.000;                                  -0.013;
15/05/2024 10:58:31;    1277.000;                                  -0.003;
15/05/2024 10:58:32;    1278.000;                                   0.004;
15/05/2024 10:58:33;    1279.000;                                  -0.013;
15/05/2024 10:58:34;    1280.000;                                  -0.013;
15/05/2024 10:58:35;    1281.000;                                   0.004;
15/05/2024 10:58:36;    1282.000;                                  -0.016;
15/05/2024 10:58:37;    1283.000;                                  -0.017;
15/05/2024 10:58:38;    1284.000;                                  -0.010;
15/05/2024 10:58:39;    1285.000;                                   0.008;
15/05/2024 10:58:40;    1286.000;                                  -0.007;
15/05/2024 10:58:41;    1287.000;                                  -0.017;
15/05/2024 10:58:42;    1288.000;                                  -0.014;
15/05/2024 10:58:43;    1289.000;                                  -0.014;
15/05/2024 10:58:44;    1290.000;                                   0.007;
15/05/2024 10:58:45;    1291.000;                                  -0.007;
15/05/2024 10:58:46;    1292.000;                                  -0.007;
15/05/2024 10:58:47;    1293.000;                                  -0.000;
15/05/2024 10:58:48;    1294.000;                                  -0.021;
15/05/2024 10:58:49;    1295.000;                                  -0.007;
15/05/2024 10:58:50;    1296.000;                                   0.014;
15/05/2024 10:58:51;    1297.000;                                   0.003;
15/05/2024 10:58:52;    1298.000;                                   0.007;
15/05/2024 10:58:53;    1299.000;                                  -0.008;
15/05/2024 10:58:54;    1300.000;                                   0.003;
15/05/2024 10:58:55;    1301.000;                                  -0.018;
15/05/2024 10:58:56;    1302.000;                                  -0.008;
15/05/2024 10:58:57;    1303.000;                                  -0.015;
15/05/2024 10:58:58;    1304.000;                                   0.028;
15/05/2024 10:58:59;    1305.000;                                   0.007;
15/05/2024 10:59:00;    1306.000;                                  -0.012;
15/05/2024 10:59:01;    1307.000;                                  -0.001;
15/05/2024 10:59:02;    1308.000;                                  -0.022;
15/05/2024 10:59:03;    1309.000;                                  -0.008;
15/05/2024 10:59:04;    1310.000;                                   0.027;
15/05/2024 10:59:05;    1311.000;                                  -0.005;
15/05/2024 10:59:06;    1312.000;                                   0.006;
15/05/2024 10:59:07;    1313.000;                                  -0.001;
15/05/2024 10:59:08;    1314.000;                                  -0.019;
15/05/2024 10:59:09;    1315.000;                                  -0.005;
15/05/2024 10:59:10;    1316.000;                                  -0.008;
15/05/2024 10:59:11;    1317.000;                                  -0.019;
15/05/2024 10:59:12;    1318.000;                                  -0.009;
15/05/2024 10:59:13;    1319.000;                                   0.009;
15/05/2024 10:59:14;    1320.000;                                   0.006;
15/05/2024 10:59:15;    1321.000;                                  -0.015;
15/05/2024 10:59:16;    1322.000;                                  -0.013;
15/05/2024 10:59:17;    1323.000;                                  -0.026;
15/05/2024 10:59:18;    1324.000;                                   0.016;
15/05/2024 10:59:19;    1325.000;                                   0.005;
15/05/2024 10:59:20;    1326.000;                                   0.019;
15/05/2024 10:59:21;    1327.000;                                   0.008;
15/05/2024 10:59:22;    1328.000;                                  -0.009;
15/05/2024 10:59:23;    1329.000;                                  -0.023;
15/05/2024 10:59:24;    1330.000;                                   0.016;
15/05/2024 10:59:25;    1331.000;                                  -0.003;
15/05/2024 10:59:26;    1332.000;                                   0.019;
15/05/2024 10:59:27;    1333.000;                                   0.015;
15/05/2024 10:59:28;    1334.000;                                  -0.006;
15/05/2024 10:59:29;    1335.000;                                   0.015;
15/05/2024 10:59:30;    1336.000;                                  -0.006;
15/05/2024 10:59:31;    1337.000;                                  -0.017;
15/05/2024 10:59:32;    1338.000;                                   0.008;
15/05/2024 10:59:33;    1339.000;                                  -0.032;
15/05/2024 10:59:34;    1340.000;                                  -0.017;
15/05/2024 10:59:35;    1341.000;                                  -0.024;
15/05/2024 10:59:36;    1342.000;                                  -0.007;
15/05/2024 10:59:37;    1343.000;                                  -0.024;
15/05/2024 10:59:38;    1344.000;                                  -0.003;
15/05/2024 10:59:39;    1345.000;                                   0.007;
15/05/2024 10:59:40;    1346.000;                                   0.004;
15/05/2024 10:59:41;    1347.000;                                   0.014;
15/05/2024 10:59:42;    1348.000;                                  -0.004;
15/05/2024 10:59:43;    1349.000;                                  -0.032;
15/05/2024 10:59:44;    1350.000;                                   0.010;
15/05/2024 10:59:45;    1351.000;                                   0.010;
15/05/2024 10:59:46;    1352.000;                                  -0.033;
15/05/2024 10:59:47;    1353.000;                                   0.006;
15/05/2024 10:59:48;    1354.000;                                  -0.000;
15/05/2024 10:59:49;    1355.000;                                  -0.011;
15/05/2024 10:59:50;    1356.000;                                  -0.008;
15/05/2024 10:59:51;    1357.000;                                   0.003;
15/05/2024 10:59:52;    1358.000;                                  -0.001;
15/05/2024 10:59:53;    1359.000;                                  -0.008;
15/05/2024 10:59:54;    1360.000;                                  -0.009;
15/05/2024 10:59:55;    1361.000;                                  -0.033;
15/05/2024 10:59:56;    1362.000;                                  -0.012;
15/05/2024 10:59:57;    1363.000;                                   0.009;
15/05/2024 10:59:58;    1364.000;                                   0.012;
15/05/2024 10:59:59;    1365.000;                                  -0.030;
15/05/2024 11:00:00;    1366.000;                                  -0.013;
15/05/2024 11:00:01;    1367.000;                                  -0.016;
15/05/2024 11:00:02;    1368.000;                                  -0.006;
15/05/2024 11:00:03;    1369.000;                                  -0.037;
15/05/2024 11:00:04;    1370.000;                                  -0.030;
15/05/2024 11:00:05;    1371.000;                                   0.008;
15/05/2024 11:00:06;    1372.000;                                   0.001;
15/05/2024 11:00:07;    1373.000;                                  -0.017;
15/05/2024 11:00:08;    1374.000;                                   0.012;
15/05/2024 11:00:09;    1375.000;                                  -0.014;
15/05/2024 11:00:10;    1376.000;                                  -0.003;
15/05/2024 11:00:11;    1377.000;                                  -0.031;
15/05/2024 11:00:12;    1378.000;                                  -0.010;
15/05/2024 11:00:13;    1379.000;                                   0.018;
15/05/2024 11:00:14;    1380.000;                                  -0.003;
15/05/2024 11:00:15;    1381.000;                                  -0.021;
15/05/2024 11:00:16;    1382.000;                                  -0.010;
15/05/2024 11:00:17;    1383.000;                                  -0.014;
15/05/2024 11:00:18;    1384.000;                                  -0.000;
15/05/2024 11:00:19;    1385.000;                                  -0.021;
15/05/2024 11:00:20;    1386.000;                                  -0.000;
15/05/2024 11:00:21;    1387.000;                                  -0.022;
15/05/2024 11:00:22;    1388.000;                                  -0.011;
15/05/2024 11:00:23;    1389.000;                                   0.014;
15/05/2024 11:00:24;    1390.000;                                  -0.025;
15/05/2024 11:00:25;    1391.000;                                  -0.025;
15/05/2024 11:00:26;    1392.000;                                  -0.025;
15/05/2024 11:00:27;    1393.000;                                  -0.019;
15/05/2024 11:00:28;    1394.000;                                   0.010;
15/05/2024 11:00:29;    1395.000;                                  -0.047;
15/05/2024 11:00:30;    1396.000;                                  -0.005;
15/05/2024 11:00:31;    1397.000;                                  -0.005;
15/05/2024 11:00:32;    1398.000;                                  -0.016;
15/05/2024 11:00:33;    1399.000;                                   0.002;
15/05/2024 11:00:34;    1400.000;                                  -0.016;
15/05/2024 11:00:35;    1401.000;                                  -0.026;
15/05/2024 11:00:36;    1402.000;                                  -0.009;
