Report Date:;29/10/2024 13:59:43
Report User Name:;clt-sonde
Report Computer Name:;LGA-THO-SA249-P
Application:;WinSitu.exe
Application Version:;5.7.8.0


Log File Properties
File Name;241029-WS-Bourget-10-2024_2024-10-29_13-59-28-637.wsl
Create Date;29/10/2024 13:59:24

Device Properties
Device;Level TROLL 400
Site;Bourget pt B
Device Name; 
Serial Number;1028058
Firmware Version;3.09
Hardware Version;6
Device Address;1
Device Comm Cfg;9600,8,Even,1,(Modbus-ASCII)
Used Memory;21
Used Battery;23

Log Configuration
;Log Name;241029-WS-Bourget-10-2024
;Created By;clt-sonde
;Computer Name;LGA-THO-SA249-P
;Application;WinSitu.exe
;Application Version;5.7.8.0
;Create Date;29/10/2024 10:41:34 Paris, Madrid
;Log Setup Time Zone;Paris, Madrid
;Notes Size(bytes);4096
;Overwrite when full;Disabled
;Scheduled Start Time;Manual Start
;Scheduled Stop Time;No Stop Time
;Type;Fast Linear
 ;Interval;Days: 0 hrs: 00 mins: 00 secs: 01



Level Reference Settings At Log Creation
;        Level Measurement Mode;Depth
;              Specific Gravity;0.999


Other Log Settings
;Pressure Offset:;984.446 (mBar)
;Depth of Probe:;0.0155272 (m)
;Head Pressure:;1.52118 (mBar)
;Temperature:;16.372 (C)



Log Notes:
Date and Time;Note
29/10/2024 10:41:48;Used Battery: 23% Used Memory: 25%   User Name: clt-sonde
29/10/2024 10:42:01;Manual Start Command
29/10/2024 13:53:07;Used Battery: 23% Used Memory: 31%   User Name: clt-sonde
29/10/2024 13:53:09;Manual Stop Command


Log Data:
Record Count;11468

Sensors;1

 ,1,1028058,Pressure/Temp 500 PSIA (341.3m/1120ft)

Time Zone: Paris, Madrid

;;Sensor: Pres(A) 1120ft                  ;
;Elapsed Time;SN#: 1028058                            ;
Date and Time;Seconds     ;Depth (m)                               ;
29/10/2024 10:42:01;       0.000;                                  -0.018;
29/10/2024 10:42:02;       1.000;                                   0.065;
29/10/2024 10:42:03;       2.000;                                  -0.005;
29/10/2024 10:42:04;       3.000;                                   0.020;
29/10/2024 10:42:05;       4.000;                                   0.009;
29/10/2024 10:42:06;       5.000;                                  -0.029;
29/10/2024 10:42:07;       6.000;                                   0.015;
29/10/2024 10:42:08;       7.000;                                  -0.009;
29/10/2024 10:42:09;       8.000;                                  -0.010;
29/10/2024 10:42:10;       9.000;                                  -0.012;
29/10/2024 10:42:11;      10.000;                                   0.001;
29/10/2024 10:42:12;      11.000;                                  -0.009;
29/10/2024 10:42:13;      12.000;                                   0.001;
29/10/2024 10:42:14;      13.000;                                  -0.023;
29/10/2024 10:42:15;      14.000;                                   0.001;
29/10/2024 10:42:16;      15.000;                                  -0.002;
29/10/2024 10:42:17;      16.000;                                   0.002;
29/10/2024 10:42:18;      17.000;                                   0.005;
29/10/2024 10:42:19;      18.000;                                   0.019;
29/10/2024 10:42:20;      19.000;                                   0.030;
29/10/2024 10:42:21;      20.000;                                   0.005;
29/10/2024 10:42:22;      21.000;                                  -0.009;
29/10/2024 10:42:23;      22.000;                                   0.001;
29/10/2024 10:42:24;      23.000;                                   0.012;
29/10/2024 10:42:25;      24.000;                                  -0.027;
29/10/2024 10:42:26;      25.000;                                  -0.009;
29/10/2024 10:42:27;      26.000;                                  -0.023;
29/10/2024 10:42:28;      27.000;                                  -0.016;
29/10/2024 10:42:29;      28.000;                                  -0.026;
29/10/2024 10:42:30;      29.000;                                   0.001;
29/10/2024 10:42:31;      30.000;                                   0.026;
29/10/2024 10:42:32;      31.000;                                  -0.013;
29/10/2024 10:42:33;      32.000;                                   0.019;
29/10/2024 10:42:34;      33.000;                                   0.022;
29/10/2024 10:42:35;      34.000;                                   0.060;
29/10/2024 10:42:36;      35.000;                                   0.053;
29/10/2024 10:42:37;      36.000;                                   0.091;
29/10/2024 10:42:38;      37.000;                                   0.086;
29/10/2024 10:42:39;      38.000;                                   0.110;
29/10/2024 10:42:40;      39.000;                                   0.085;
29/10/2024 10:42:41;      40.000;                                   0.104;
29/10/2024 10:42:42;      41.000;                                   0.099;
29/10/2024 10:42:43;      42.000;                                   0.111;
29/10/2024 10:42:44;      43.000;                                   0.116;
29/10/2024 10:42:45;      44.000;                                   0.107;
29/10/2024 10:42:46;      45.000;                                   0.094;
29/10/2024 10:42:47;      46.000;                                   0.057;
29/10/2024 10:42:48;      47.000;                                   0.069;
29/10/2024 10:42:49;      48.000;                                   0.059;
29/10/2024 10:42:50;      49.000;                                   0.060;
29/10/2024 10:42:51;      50.000;                                   0.009;
29/10/2024 10:42:52;      51.000;                                   0.027;
29/10/2024 10:42:53;      52.000;                                   0.046;
29/10/2024 10:42:54;      53.000;                                   0.050;
29/10/2024 10:42:55;      54.000;                                   0.014;
29/10/2024 10:42:56;      55.000;                                   0.018;
29/10/2024 10:42:57;      56.000;                                   0.065;
29/10/2024 10:42:58;      57.000;                                   0.010;
29/10/2024 10:42:59;      58.000;                                   0.025;
29/10/2024 10:43:00;      59.000;                                   0.013;
29/10/2024 10:43:01;      60.000;                                   0.035;
29/10/2024 10:43:02;      61.000;                                  -0.002;
29/10/2024 10:43:03;      62.000;                                   0.016;
29/10/2024 10:43:04;      63.000;                                   0.007;
29/10/2024 10:43:05;      64.000;                                  -0.016;
29/10/2024 10:43:06;      65.000;                                  -0.021;
29/10/2024 10:43:07;      66.000;                                  -0.016;
29/10/2024 10:43:08;      67.000;                                  -0.021;
29/10/2024 10:43:09;      68.000;                                  -0.023;
29/10/2024 10:43:10;      69.000;                                  -0.049;
29/10/2024 10:43:11;      70.000;                                  -0.030;
29/10/2024 10:43:12;      71.000;                                  -0.014;
29/10/2024 10:43:13;      72.000;                                  -0.011;
29/10/2024 10:43:14;      73.000;                                  -0.041;
29/10/2024 10:43:15;      74.000;                                  -0.031;
29/10/2024 10:43:16;      75.000;                                  -0.004;
29/10/2024 10:43:17;      76.000;                                  -0.051;
29/10/2024 10:43:18;      77.000;                                  -0.048;
29/10/2024 10:43:19;      78.000;                                  -0.031;
29/10/2024 10:43:20;      79.000;                                   0.006;
29/10/2024 10:43:21;      80.000;                                  -0.040;
29/10/2024 10:43:22;      81.000;                                  -0.013;
29/10/2024 10:43:23;      82.000;                                  -0.020;
29/10/2024 10:43:24;      83.000;                                  -0.024;
29/10/2024 10:43:25;      84.000;                                  -0.031;
29/10/2024 10:43:26;      85.000;                                  -0.004;
29/10/2024 10:43:27;      86.000;                                  -0.046;
29/10/2024 10:43:28;      87.000;                                  -0.053;
29/10/2024 10:43:29;      88.000;                                  -0.026;
29/10/2024 10:43:30;      89.000;                                  -0.022;
29/10/2024 10:43:31;      90.000;                                  -0.040;
29/10/2024 10:43:32;      91.000;                                  -0.023;
29/10/2024 10:43:33;      92.000;                                  -0.012;
29/10/2024 10:43:34;      93.000;                                  -0.033;
29/10/2024 10:43:35;      94.000;                                  -0.006;
29/10/2024 10:43:36;      95.000;                                  -0.013;
29/10/2024 10:43:37;      96.000;                                  -0.013;
29/10/2024 10:43:38;      97.000;                                   0.001;
29/10/2024 10:43:39;      98.000;                                  -0.006;
29/10/2024 10:43:40;      99.000;                                  -0.020;
29/10/2024 10:43:41;     100.000;                                  -0.009;
29/10/2024 10:43:42;     101.000;                                  -0.027;
29/10/2024 10:43:43;     102.000;                                  -0.027;
29/10/2024 10:43:44;     103.000;                                  -0.006;
29/10/2024 10:43:45;     104.000;                                  -0.016;
29/10/2024 10:43:46;     105.000;                                  -0.006;
29/10/2024 10:43:47;     106.000;                                   0.023;
29/10/2024 10:43:48;     107.000;                                   0.030;
29/10/2024 10:43:49;     108.000;                                  -0.009;
29/10/2024 10:43:50;     109.000;                                   0.009;
29/10/2024 10:43:51;     110.000;                                  -0.005;
29/10/2024 10:43:52;     111.000;                                   0.002;
29/10/2024 10:43:53;     112.000;                                  -0.001;
29/10/2024 10:43:54;     113.000;                                  -0.016;
29/10/2024 10:43:55;     114.000;                                  -0.005;
29/10/2024 10:43:56;     115.000;                                   0.031;
29/10/2024 10:43:57;     116.000;                                  -0.001;
29/10/2024 10:43:58;     117.000;                                  -0.015;
29/10/2024 10:43:59;     118.000;                                  -0.001;
29/10/2024 10:44:00;     119.000;                                  -0.011;
29/10/2024 10:44:01;     120.000;                                   0.031;
29/10/2024 10:44:02;     121.000;                                  -0.018;
29/10/2024 10:44:03;     122.000;                                  -0.011;
29/10/2024 10:44:04;     123.000;                                  -0.025;
29/10/2024 10:44:05;     124.000;                                  -0.004;
29/10/2024 10:44:06;     125.000;                                   0.015;
29/10/2024 10:44:07;     126.000;                                   0.003;
29/10/2024 10:44:08;     127.000;                                   0.000;
29/10/2024 10:44:09;     128.000;                                   0.004;
29/10/2024 10:44:10;     129.000;                                  -0.014;
29/10/2024 10:44:11;     130.000;                                   0.004;
29/10/2024 10:44:12;     131.000;                                  -0.013;
29/10/2024 10:44:13;     132.000;                                  -0.003;
29/10/2024 10:44:14;     133.000;                                  -0.006;
29/10/2024 10:44:15;     134.000;                                   0.019;
29/10/2024 10:44:16;     135.000;                                   0.008;
29/10/2024 10:44:17;     136.000;                                   0.005;
29/10/2024 10:44:18;     137.000;                                  -0.019;
29/10/2024 10:44:19;     138.000;                                   0.009;
29/10/2024 10:44:20;     139.000;                                   0.005;
29/10/2024 10:44:21;     140.000;                                  -0.015;
29/10/2024 10:44:22;     141.000;                                  -0.012;
29/10/2024 10:44:23;     142.000;                                   0.020;
29/10/2024 10:44:24;     143.000;                                   0.010;
29/10/2024 10:44:25;     144.000;                                  -0.015;
29/10/2024 10:44:26;     145.000;                                  -0.032;
29/10/2024 10:44:27;     146.000;                                  -0.011;
29/10/2024 10:44:28;     147.000;                                   0.010;
29/10/2024 10:44:29;     148.000;                                  -0.004;
29/10/2024 10:44:30;     149.000;                                  -0.004;
29/10/2024 10:44:31;     150.000;                                  -0.014;
29/10/2024 10:44:32;     151.000;                                  -0.003;
29/10/2024 10:44:33;     152.000;                                  -0.017;
29/10/2024 10:44:34;     153.000;                                   0.004;
29/10/2024 10:44:35;     154.000;                                  -0.003;
29/10/2024 10:44:36;     155.000;                                  -0.010;
29/10/2024 10:44:37;     156.000;                                   0.001;
29/10/2024 10:44:38;     157.000;                                  -0.020;
29/10/2024 10:44:39;     158.000;                                  -0.003;
29/10/2024 10:44:40;     159.000;                                  -0.013;
29/10/2024 10:44:41;     160.000;                                  -0.009;
29/10/2024 10:44:42;     161.000;                                  -0.030;
29/10/2024 10:44:43;     162.000;                                  -0.023;
29/10/2024 10:44:44;     163.000;                                   0.008;
29/10/2024 10:44:45;     164.000;                                  -0.036;
29/10/2024 10:44:46;     165.000;                                  -0.005;
29/10/2024 10:44:47;     166.000;                                  -0.005;
29/10/2024 10:44:48;     167.000;                                  -0.001;
29/10/2024 10:44:49;     168.000;                                   0.006;
29/10/2024 10:44:50;     169.000;                                  -0.008;
29/10/2024 10:44:51;     170.000;                                  -0.012;
29/10/2024 10:44:52;     171.000;                                  -0.008;
29/10/2024 10:44:53;     172.000;                                  -0.018;
29/10/2024 10:44:54;     173.000;                                  -0.015;
29/10/2024 10:44:55;     174.000;                                  -0.004;
29/10/2024 10:44:56;     175.000;                                  -0.008;
29/10/2024 10:44:57;     176.000;                                  -0.004;
29/10/2024 10:44:58;     177.000;                                  -0.018;
29/10/2024 10:44:59;     178.000;                                  -0.007;
29/10/2024 10:45:00;     179.000;                                  -0.000;
29/10/2024 10:45:01;     180.000;                                  -0.014;
29/10/2024 10:45:02;     181.000;                                  -0.017;
29/10/2024 10:45:03;     182.000;                                   0.000;
29/10/2024 10:45:04;     183.000;                                  -0.027;
29/10/2024 10:45:05;     184.000;                                  -0.031;
29/10/2024 10:45:06;     185.000;                                   0.011;
29/10/2024 10:45:07;     186.000;                                   0.001;
29/10/2024 10:45:08;     187.000;                                   0.012;
29/10/2024 10:45:09;     188.000;                                  -0.016;
29/10/2024 10:45:10;     189.000;                                  -0.029;
29/10/2024 10:45:11;     190.000;                                  -0.012;
29/10/2024 10:45:12;     191.000;                                  -0.009;
29/10/2024 10:45:13;     192.000;                                  -0.009;
29/10/2024 10:45:14;     193.000;                                  -0.012;
29/10/2024 10:45:15;     194.000;                                   0.002;
29/10/2024 10:45:16;     195.000;                                   0.013;
29/10/2024 10:45:17;     196.000;                                   0.024;
29/10/2024 10:45:18;     197.000;                                  -0.011;
29/10/2024 10:45:19;     198.000;                                   0.003;
29/10/2024 10:45:20;     199.000;                                  -0.004;
29/10/2024 10:45:21;     200.000;                                   0.003;
29/10/2024 10:45:22;     201.000;                                   0.018;
29/10/2024 10:45:23;     202.000;                                  -0.004;
29/10/2024 10:45:24;     203.000;                                   0.011;
29/10/2024 10:45:25;     204.000;                                   0.000;
29/10/2024 10:45:26;     205.000;                                   0.011;
29/10/2024 10:45:27;     206.000;                                  -0.010;
29/10/2024 10:45:28;     207.000;                                   0.014;
29/10/2024 10:45:29;     208.000;                                   0.011;
29/10/2024 10:45:30;     209.000;                                   0.011;
29/10/2024 10:45:31;     210.000;                                   0.036;
29/10/2024 10:45:32;     211.000;                                   0.025;
29/10/2024 10:45:33;     212.000;                                  -0.014;
29/10/2024 10:45:34;     213.000;                                   0.021;
29/10/2024 10:45:35;     214.000;                                   0.011;
29/10/2024 10:45:36;     215.000;                                   0.039;
29/10/2024 10:45:37;     216.000;                                   0.007;
29/10/2024 10:45:38;     217.000;                                   0.032;
29/10/2024 10:45:39;     218.000;                                   0.017;
29/10/2024 10:45:40;     219.000;                                   0.032;
29/10/2024 10:45:41;     220.000;                                   0.025;
29/10/2024 10:45:42;     221.000;                                  -0.010;
29/10/2024 10:45:43;     222.000;                                   0.011;
29/10/2024 10:45:44;     223.000;                                   0.032;
29/10/2024 10:45:45;     224.000;                                   0.014;
29/10/2024 10:45:46;     225.000;                                  -0.018;
29/10/2024 10:45:47;     226.000;                                   0.000;
29/10/2024 10:45:48;     227.000;                                   0.032;
29/10/2024 10:45:49;     228.000;                                   0.018;
29/10/2024 10:45:50;     229.000;                                   0.018;
29/10/2024 10:45:51;     230.000;                                   0.011;
29/10/2024 10:45:52;     231.000;                                  -0.014;
29/10/2024 10:45:53;     232.000;                                  -0.004;
29/10/2024 10:45:54;     233.000;                                   0.021;
29/10/2024 10:45:55;     234.000;                                  -0.008;
29/10/2024 10:45:56;     235.000;                                  -0.010;
29/10/2024 10:45:57;     236.000;                                   0.004;
29/10/2024 10:45:58;     237.000;                                  -0.010;
29/10/2024 10:45:59;     238.000;                                   0.000;
29/10/2024 10:46:00;     239.000;                                   0.001;
29/10/2024 10:46:01;     240.000;                                   0.005;
29/10/2024 10:46:02;     241.000;                                  -0.013;
29/10/2024 10:46:03;     242.000;                                   0.002;
29/10/2024 10:46:04;     243.000;                                  -0.001;
29/10/2024 10:46:05;     244.000;                                   0.017;
29/10/2024 10:46:06;     245.000;                                  -0.004;
29/10/2024 10:46:07;     246.000;                                  -0.000;
29/10/2024 10:46:08;     247.000;                                   0.000;
29/10/2024 10:46:09;     248.000;                                   0.011;
29/10/2024 10:46:10;     249.000;                                  -0.005;
29/10/2024 10:46:11;     250.000;                                  -0.008;
29/10/2024 10:46:12;     251.000;                                   0.027;
29/10/2024 10:46:13;     252.000;                                   0.031;
29/10/2024 10:46:14;     253.000;                                  -0.014;
29/10/2024 10:46:15;     254.000;                                  -0.007;
29/10/2024 10:46:16;     255.000;                                   0.018;
29/10/2024 10:46:17;     256.000;                                   0.004;
29/10/2024 10:46:18;     257.000;                                   0.005;
29/10/2024 10:46:19;     258.000;                                   0.009;
29/10/2024 10:46:20;     259.000;                                   0.010;
29/10/2024 10:46:21;     260.000;                                  -0.010;
29/10/2024 10:46:22;     261.000;                                   0.014;
29/10/2024 10:46:23;     262.000;                                   0.001;
29/10/2024 10:46:24;     263.000;                                   0.012;
29/10/2024 10:46:25;     264.000;                                   0.020;
29/10/2024 10:46:26;     265.000;                                   0.031;
29/10/2024 10:46:27;     266.000;                                  -0.000;
29/10/2024 10:46:28;     267.000;                                   0.021;
29/10/2024 10:46:29;     268.000;                                   0.033;
29/10/2024 10:46:30;     269.000;                                   0.019;
29/10/2024 10:46:31;     270.000;                                   0.002;
29/10/2024 10:46:32;     271.000;                                   0.010;
29/10/2024 10:46:33;     272.000;                                   0.000;
29/10/2024 10:46:34;     273.000;                                   0.008;
29/10/2024 10:46:35;     274.000;                                  -0.009;
29/10/2024 10:46:36;     275.000;                                   0.006;
29/10/2024 10:46:37;     276.000;                                   0.034;
29/10/2024 10:46:38;     277.000;                                   0.004;
29/10/2024 10:46:39;     278.000;                                  -0.010;
29/10/2024 10:46:40;     279.000;                                   0.008;
29/10/2024 10:46:41;     280.000;                                   0.003;
29/10/2024 10:46:42;     281.000;                                   0.042;
29/10/2024 10:46:43;     282.000;                                  -0.003;
29/10/2024 10:46:44;     283.000;                                   0.015;
29/10/2024 10:46:45;     284.000;                                   0.032;
29/10/2024 10:46:46;     285.000;                                   0.033;
29/10/2024 10:46:47;     286.000;                                   0.013;
29/10/2024 10:46:48;     287.000;                                   0.017;
29/10/2024 10:46:49;     288.000;                                   0.028;
29/10/2024 10:46:50;     289.000;                                  -0.013;
29/10/2024 10:46:51;     290.000;                                   0.009;
29/10/2024 10:46:52;     291.000;                                  -0.012;
29/10/2024 10:46:53;     292.000;                                  -0.012;
29/10/2024 10:46:54;     293.000;                                   0.027;
29/10/2024 10:46:55;     294.000;                                  -0.004;
29/10/2024 10:46:56;     295.000;                                  -0.007;
29/10/2024 10:46:57;     296.000;                                   0.004;
29/10/2024 10:46:58;     297.000;                                  -0.006;
29/10/2024 10:46:59;     298.000;                                   0.008;
29/10/2024 10:47:00;     299.000;                                  -0.005;
29/10/2024 10:47:01;     300.000;                                  -0.018;
29/10/2024 10:47:02;     301.000;                                   0.010;
29/10/2024 10:47:03;     302.000;                                  -0.003;
29/10/2024 10:47:04;     303.000;                                   0.011;
29/10/2024 10:47:05;     304.000;                                   0.005;
29/10/2024 10:47:06;     305.000;                                  -0.015;
29/10/2024 10:47:07;     306.000;                                   0.020;
29/10/2024 10:47:08;     307.000;                                   0.018;
29/10/2024 10:47:09;     308.000;                                  -0.003;
29/10/2024 10:47:10;     309.000;                                   0.004;
29/10/2024 10:47:11;     310.000;                                  -0.009;
29/10/2024 10:47:12;     311.000;                                   0.033;
29/10/2024 10:47:13;     312.000;                                  -0.001;
29/10/2024 10:47:14;     313.000;                                   0.045;
29/10/2024 10:47:15;     314.000;                                   0.018;
29/10/2024 10:47:16;     315.000;                                   0.040;
29/10/2024 10:47:17;     316.000;                                   0.006;
29/10/2024 10:47:18;     317.000;                                   0.021;
29/10/2024 10:47:19;     318.000;                                   0.018;
29/10/2024 10:47:20;     319.000;                                   0.004;
29/10/2024 10:47:21;     320.000;                                  -0.005;
29/10/2024 10:47:22;     321.000;                                   0.006;
29/10/2024 10:47:23;     322.000;                                   0.007;
29/10/2024 10:47:24;     323.000;                                   0.011;
29/10/2024 10:47:25;     324.000;                                  -0.006;
29/10/2024 10:47:26;     325.000;                                   0.016;
29/10/2024 10:47:27;     326.000;                                   0.006;
29/10/2024 10:47:28;     327.000;                                   0.003;
29/10/2024 10:47:29;     328.000;                                   0.041;
29/10/2024 10:47:30;     329.000;                                   0.004;
29/10/2024 10:47:31;     330.000;                                  -0.006;
29/10/2024 10:47:32;     331.000;                                  -0.009;
29/10/2024 10:47:33;     332.000;                                   0.002;
29/10/2024 10:47:34;     333.000;                                  -0.008;
29/10/2024 10:47:35;     334.000;                                  -0.005;
29/10/2024 10:47:36;     335.000;                                   0.003;
29/10/2024 10:47:37;     336.000;                                  -0.014;
29/10/2024 10:47:38;     337.000;                                   0.024;
29/10/2024 10:47:39;     338.000;                                  -0.007;
29/10/2024 10:47:40;     339.000;                                  -0.003;
29/10/2024 10:47:41;     340.000;                                  -0.007;
29/10/2024 10:47:42;     341.000;                                   0.004;
29/10/2024 10:47:43;     342.000;                                   0.012;
29/10/2024 10:47:44;     343.000;                                   0.012;
29/10/2024 10:47:45;     344.000;                                   0.036;
29/10/2024 10:47:46;     345.000;                                   0.029;
29/10/2024 10:47:47;     346.000;                                   0.026;
29/10/2024 10:47:48;     347.000;                                   0.030;
29/10/2024 10:47:49;     348.000;                                  -0.005;
29/10/2024 10:47:50;     349.000;                                  -0.002;
29/10/2024 10:47:51;     350.000;                                   0.016;
29/10/2024 10:47:52;     351.000;                                  -0.005;
29/10/2024 10:47:53;     352.000;                                   0.034;
29/10/2024 10:47:54;     353.000;                                   0.020;
29/10/2024 10:47:55;     354.000;                                  -0.022;
29/10/2024 10:47:56;     355.000;                                  -0.001;
29/10/2024 10:47:57;     356.000;                                   0.006;
29/10/2024 10:47:58;     357.000;                                  -0.004;
29/10/2024 10:47:59;     358.000;                                   0.017;
29/10/2024 10:48:00;     359.000;                                  -0.000;
29/10/2024 10:48:01;     360.000;                                  -0.021;
29/10/2024 10:48:02;     361.000;                                   0.003;
29/10/2024 10:48:03;     362.000;                                  -0.001;
29/10/2024 10:48:04;     363.000;                                  -0.011;
29/10/2024 10:48:05;     364.000;                                   0.002;
29/10/2024 10:48:06;     365.000;                                  -0.012;
29/10/2024 10:48:07;     366.000;                                   0.005;
29/10/2024 10:48:08;     367.000;                                  -0.009;
29/10/2024 10:48:09;     368.000;                                  -0.027;
29/10/2024 10:48:10;     369.000;                                   0.015;
29/10/2024 10:48:11;     370.000;                                   0.001;
29/10/2024 10:48:12;     371.000;                                  -0.009;
29/10/2024 10:48:13;     372.000;                                   0.015;
29/10/2024 10:48:14;     373.000;                                  -0.006;
29/10/2024 10:48:15;     374.000;                                   0.001;
29/10/2024 10:48:16;     375.000;                                  -0.006;
29/10/2024 10:48:17;     376.000;                                  -0.009;
29/10/2024 10:48:18;     377.000;                                   0.019;
29/10/2024 10:48:19;     378.000;                                   0.022;
29/10/2024 10:48:20;     379.000;                                  -0.006;
29/10/2024 10:48:21;     380.000;                                  -0.002;
29/10/2024 10:48:22;     381.000;                                   0.012;
29/10/2024 10:48:23;     382.000;                                   0.012;
29/10/2024 10:48:24;     383.000;                                   0.019;
29/10/2024 10:48:25;     384.000;                                  -0.005;
29/10/2024 10:48:26;     385.000;                                   0.034;
29/10/2024 10:48:27;     386.000;                                  -0.001;
29/10/2024 10:48:28;     387.000;                                   0.031;
29/10/2024 10:48:29;     388.000;                                   0.010;
29/10/2024 10:48:30;     389.000;                                   0.021;
29/10/2024 10:48:31;     390.000;                                   0.014;
29/10/2024 10:48:32;     391.000;                                   0.014;
29/10/2024 10:48:33;     392.000;                                  -0.010;
29/10/2024 10:48:34;     393.000;                                   0.008;
29/10/2024 10:48:35;     394.000;                                  -0.006;
29/10/2024 10:48:36;     395.000;                                   0.018;
29/10/2024 10:48:37;     396.000;                                  -0.013;
29/10/2024 10:48:38;     397.000;                                   0.005;
29/10/2024 10:48:39;     398.000;                                  -0.002;
29/10/2024 10:48:40;     399.000;                                  -0.005;
29/10/2024 10:48:41;     400.000;                                   0.012;
29/10/2024 10:48:42;     401.000;                                  -0.018;
29/10/2024 10:48:43;     402.000;                                   0.027;
29/10/2024 10:48:44;     403.000;                                  -0.015;
29/10/2024 10:48:45;     404.000;                                  -0.000;
29/10/2024 10:48:46;     405.000;                                  -0.011;
29/10/2024 10:48:47;     406.000;                                   0.007;
29/10/2024 10:48:48;     407.000;                                   0.029;
29/10/2024 10:48:49;     408.000;                                  -0.027;
29/10/2024 10:48:50;     409.000;                                   0.008;
29/10/2024 10:48:51;     410.000;                                  -0.005;
29/10/2024 10:48:52;     411.000;                                  -0.012;
29/10/2024 10:48:53;     412.000;                                   0.002;
29/10/2024 10:48:54;     413.000;                                   0.003;
29/10/2024 10:48:55;     414.000;                                   0.003;
29/10/2024 10:48:56;     415.000;                                  -0.018;
29/10/2024 10:48:57;     416.000;                                   0.007;
29/10/2024 10:48:58;     417.000;                                  -0.004;
29/10/2024 10:48:59;     418.000;                                   0.014;
29/10/2024 10:49:00;     419.000;                                   0.001;
29/10/2024 10:49:01;     420.000;                                   0.004;
29/10/2024 10:49:02;     421.000;                                  -0.027;
29/10/2024 10:49:03;     422.000;                                  -0.006;
29/10/2024 10:49:04;     423.000;                                  -0.006;
29/10/2024 10:49:05;     424.000;                                  -0.002;
29/10/2024 10:49:06;     425.000;                                  -0.009;
29/10/2024 10:49:07;     426.000;                                  -0.001;
29/10/2024 10:49:08;     427.000;                                  -0.001;
29/10/2024 10:49:09;     428.000;                                   0.017;
29/10/2024 10:49:10;     429.000;                                   0.013;
29/10/2024 10:49:11;     430.000;                                   0.004;
29/10/2024 10:49:12;     431.000;                                  -0.003;
29/10/2024 10:49:13;     432.000;                                   0.004;
29/10/2024 10:49:14;     433.000;                                  -0.007;
29/10/2024 10:49:15;     434.000;                                  -0.006;
29/10/2024 10:49:16;     435.000;                                  -0.017;
29/10/2024 10:49:17;     436.000;                                   0.005;
29/10/2024 10:49:18;     437.000;                                  -0.009;
29/10/2024 10:49:19;     438.000;                                   0.001;
29/10/2024 10:49:20;     439.000;                                  -0.005;
29/10/2024 10:49:21;     440.000;                                   0.002;
29/10/2024 10:49:22;     441.000;                                  -0.005;
29/10/2024 10:49:23;     442.000;                                  -0.015;
29/10/2024 10:49:24;     443.000;                                  -0.008;
29/10/2024 10:49:25;     444.000;                                  -0.007;
29/10/2024 10:49:26;     445.000;                                  -0.011;
29/10/2024 10:49:27;     446.000;                                   0.003;
29/10/2024 10:49:28;     447.000;                                   0.010;
29/10/2024 10:49:29;     448.000;                                   0.007;
29/10/2024 10:49:30;     449.000;                                   0.029;
29/10/2024 10:49:31;     450.000;                                   0.004;
29/10/2024 10:49:32;     451.000;                                   0.011;
29/10/2024 10:49:33;     452.000;                                   0.001;
29/10/2024 10:49:34;     453.000;                                  -0.009;
29/10/2024 10:49:35;     454.000;                                  -0.002;
29/10/2024 10:49:36;     455.000;                                   0.012;
29/10/2024 10:49:37;     456.000;                                   0.013;
29/10/2024 10:49:38;     457.000;                                   0.019;
29/10/2024 10:49:39;     458.000;                                   0.016;
29/10/2024 10:49:40;     459.000;                                   0.006;
29/10/2024 10:49:41;     460.000;                                   0.013;
29/10/2024 10:49:42;     461.000;                                   0.010;
29/10/2024 10:49:43;     462.000;                                   0.007;
29/10/2024 10:49:44;     463.000;                                   0.025;
29/10/2024 10:49:45;     464.000;                                   0.011;
29/10/2024 10:49:46;     465.000;                                  -0.003;
29/10/2024 10:49:47;     466.000;                                   0.004;
29/10/2024 10:49:48;     467.000;                                   0.012;
29/10/2024 10:49:49;     468.000;                                   0.005;
29/10/2024 10:49:50;     469.000;                                  -0.002;
29/10/2024 10:49:51;     470.000;                                   0.022;
29/10/2024 10:49:52;     471.000;                                   0.022;
29/10/2024 10:49:53;     472.000;                                  -0.012;
29/10/2024 10:49:54;     473.000;                                   0.013;
29/10/2024 10:49:55;     474.000;                                  -0.012;
29/10/2024 10:49:56;     475.000;                                   0.009;
29/10/2024 10:49:57;     476.000;                                  -0.019;
29/10/2024 10:49:58;     477.000;                                  -0.004;
29/10/2024 10:49:59;     478.000;                                  -0.000;
29/10/2024 10:50:00;     479.000;                                   0.003;
29/10/2024 10:50:01;     480.000;                                   0.028;
29/10/2024 10:50:02;     481.000;                                   0.003;
29/10/2024 10:50:03;     482.000;                                  -0.004;
29/10/2024 10:50:04;     483.000;                                  -0.014;
29/10/2024 10:50:05;     484.000;                                   0.000;
29/10/2024 10:50:06;     485.000;                                  -0.007;
29/10/2024 10:50:07;     486.000;                                   0.004;
29/10/2024 10:50:08;     487.000;                                  -0.006;
29/10/2024 10:50:09;     488.000;                                   0.001;
29/10/2024 10:50:10;     489.000;                                  -0.013;
29/10/2024 10:50:11;     490.000;                                   0.015;
29/10/2024 10:50:12;     491.000;                                   0.008;
29/10/2024 10:50:13;     492.000;                                   0.002;
