Report Date:;01/07/2024 15:54:41
Report User Name:;clt-sonde
Report Computer Name:;CLT-THO-SA249-P
Application:;WinSitu.exe
Application Version:;5.7.6.1


Log File Properties
File Name;240701-WS-Leman-10-2024_2024-07-01_15-54-28-598.wsl
Create Date;01/07/2024 15:54:25

Device Properties
Device;Level TROLL 400
Site;Leman SHL2
Device Name; 
Serial Number;1028058
Firmware Version;3.09
Hardware Version;6
Device Address;1
Device Comm Cfg;9600,8,Even,1,(Modbus-ASCII)
Used Memory;46
Used Battery;17

Log Configuration
;Log Name;240701-WS-Leman-10-2024
;Created By;clt-sonde
;Computer Name;CLT-THO-SA249-P
;Application;WinSitu.exe
;Application Version;5.7.6.1
;Create Date;01/07/2024 08:35:08 Paris, Madrid (heure d’été)
;Log Setup Time Zone;Paris, Madrid (heure d’été)
;Notes Size(bytes);4096
;Overwrite when full;Disabled
;Scheduled Start Time;Manual Start
;Scheduled Stop Time;No Stop Time
;Type;Fast Linear
 ;Interval;Days: 0 hrs: 00 mins: 00 secs: 01



Level Reference Settings At Log Creation
;        Level Measurement Mode;Depth
;              Specific Gravity;0.999


Other Log Settings
;Pressure Offset:;958.846 (mBar)
;Depth of Probe:;-0.0146812 (m)
;Head Pressure:;-1.43829 (mBar)
;Temperature:;23.5633 (C)



Log Notes:
Date and Time;Note
01/07/2024 08:35:21;Used Battery: 17% Used Memory: 50%   User Name: clt-sonde
01/07/2024 08:37:02;Manual Start Command
01/07/2024 15:41:29;Used Battery: 17% Used Memory: 34%   User Name: clt-sonde
01/07/2024 15:41:30;Manual Stop Command


Log Data:
Record Count;25455

Sensors;1

 ,1,1028058,Pressure/Temp 500 PSIA (341.3m/1120ft)

Time Zone: Paris, Madrid (heure d’été)

;;Sensor: Pres(A) 1120ft                  ;
01/07/2024 10:39:34;    7352.000;                                  72.077;
01/07/2024 10:39:35;    7353.000;                                  72.106;
01/07/2024 10:39:36;    7354.000;                                  72.063;
01/07/2024 10:39:37;    7355.000;                                  72.090;
01/07/2024 10:39:38;    7356.000;                                  72.072;
01/07/2024 10:39:39;    7357.000;                                  72.069;
01/07/2024 10:39:40;    7358.000;                                  72.044;
01/07/2024 10:39:41;    7359.000;                                  72.053;
01/07/2024 10:39:42;    7360.000;                                  72.087;
01/07/2024 10:39:43;    7361.000;                                  72.049;
01/07/2024 10:39:44;    7362.000;                                  72.088;
01/07/2024 10:39:45;    7363.000;                                  72.090;
01/07/2024 10:39:46;    7364.000;                                  72.050;
01/07/2024 10:39:47;    7365.000;                                  72.081;
01/07/2024 10:39:48;    7366.000;                                  72.067;
01/07/2024 10:39:49;    7367.000;                                  72.061;
01/07/2024 10:39:50;    7368.000;                                  72.091;
01/07/2024 10:39:51;    7369.000;                                  72.063;
01/07/2024 10:39:52;    7370.000;                                  72.037;
01/07/2024 10:39:53;    7371.000;                                  72.034;
01/07/2024 10:39:54;    7372.000;                                  72.115;
01/07/2024 10:39:55;    7373.000;                                  72.040;
01/07/2024 10:39:56;    7374.000;                                  72.064;
01/07/2024 10:39:57;    7375.000;                                  72.045;
01/07/2024 10:39:58;    7376.000;                                  72.044;
01/07/2024 10:39:59;    7377.000;                                  72.053;
01/07/2024 10:40:00;    7378.000;                                  72.075;
01/07/2024 10:40:01;    7379.000;                                  72.076;
01/07/2024 10:40:02;    7380.000;                                  71.993;
01/07/2024 10:40:03;    7381.000;                                  71.992;
01/07/2024 10:40:04;    7382.000;                                  71.996;
01/07/2024 10:40:05;    7383.000;                                  72.030;
01/07/2024 10:40:06;    7384.000;                                  71.994;
01/07/2024 10:40:07;    7385.000;                                  72.009;
01/07/2024 10:40:08;    7386.000;                                  72.032;
01/07/2024 10:40:09;    7387.000;                                  72.024;
01/07/2024 10:40:10;    7388.000;                                  72.034;
01/07/2024 10:40:11;    7389.000;                                  72.048;
01/07/2024 10:40:12;    7390.000;                                  71.904;
01/07/2024 10:40:13;    7391.000;                                  71.602;
01/07/2024 10:40:14;    7392.000;                                  71.293;
01/07/2024 10:40:15;    7393.000;                                  71.053;
01/07/2024 10:40:16;    7394.000;                                  70.953;
01/07/2024 10:40:17;    7395.000;                                  70.997;
01/07/2024 10:40:18;    7396.000;                                  70.929;
01/07/2024 10:40:19;    7397.000;                                  70.899;
01/07/2024 10:40:20;    7398.000;                                  70.956;
01/07/2024 10:40:21;    7399.000;                                  71.006;
01/07/2024 10:40:22;    7400.000;                                  71.121;
01/07/2024 10:40:23;    7401.000;                                  71.084;
01/07/2024 10:40:24;    7402.000;                                  71.127;
01/07/2024 10:40:25;    7403.000;                                  71.150;
01/07/2024 10:40:26;    7404.000;                                  71.183;
01/07/2024 10:40:27;    7405.000;                                  71.198;
01/07/2024 10:40:28;    7406.000;                                  71.145;
01/07/2024 10:40:29;    7407.000;                                  71.158;
01/07/2024 10:40:30;    7408.000;                                  71.194;
01/07/2024 10:40:31;    7409.000;                                  71.196;
01/07/2024 10:40:32;    7410.000;                                  71.163;
01/07/2024 10:40:33;    7411.000;                                  71.202;
01/07/2024 10:40:34;    7412.000;                                  71.286;
01/07/2024 10:40:35;    7413.000;                                  71.222;
01/07/2024 10:40:36;    7414.000;                                  71.185;
01/07/2024 10:40:37;    7415.000;                                  71.027;
01/07/2024 10:40:38;    7416.000;                                  70.476;
01/07/2024 10:40:39;    7417.000;                                  69.993;
01/07/2024 10:40:40;    7418.000;                                  69.433;
01/07/2024 10:40:41;    7419.000;                                  68.961;
01/07/2024 10:40:42;    7420.000;                                  68.520;
01/07/2024 10:40:43;    7421.000;                                  67.996;
01/07/2024 10:40:44;    7422.000;                                  67.455;
01/07/2024 10:40:45;    7423.000;                                  66.937;
01/07/2024 10:40:46;    7424.000;                                  66.471;
01/07/2024 10:40:47;    7425.000;                                  65.953;
01/07/2024 10:40:48;    7426.000;                                  65.437;
01/07/2024 10:40:49;    7427.000;                                  64.924;
01/07/2024 10:40:50;    7428.000;                                  64.483;
01/07/2024 10:40:51;    7429.000;                                  63.957;
01/07/2024 10:40:52;    7430.000;                                  63.485;
01/07/2024 10:40:53;    7431.000;                                  62.935;
01/07/2024 10:40:54;    7432.000;                                  62.432;
01/07/2024 10:40:55;    7433.000;                                  61.935;
01/07/2024 10:40:56;    7434.000;                                  61.421;
01/07/2024 10:40:57;    7435.000;                                  60.887;
01/07/2024 10:40:58;    7436.000;                                  60.405;
01/07/2024 10:40:59;    7437.000;                                  59.916;
01/07/2024 10:41:00;    7438.000;                                  59.397;
01/07/2024 10:41:01;    7439.000;                                  58.839;
01/07/2024 10:41:02;    7440.000;                                  58.386;
01/07/2024 10:41:03;    7441.000;                                  57.825;
01/07/2024 10:41:04;    7442.000;                                  57.370;
01/07/2024 10:41:05;    7443.000;                                  56.830;
01/07/2024 10:41:06;    7444.000;                                  56.345;
01/07/2024 10:41:07;    7445.000;                                  55.853;
01/07/2024 10:41:08;    7446.000;                                  55.311;
01/07/2024 10:41:09;    7447.000;                                  54.795;
01/07/2024 10:41:10;    7448.000;                                  54.319;
01/07/2024 10:41:11;    7449.000;                                  53.762;
01/07/2024 10:41:12;    7450.000;                                  53.314;
01/07/2024 10:41:13;    7451.000;                                  52.726;
01/07/2024 10:41:14;    7452.000;                                  52.234;
01/07/2024 10:41:15;    7453.000;                                  51.790;
01/07/2024 10:41:16;    7454.000;                                  51.253;
01/07/2024 10:41:17;    7455.000;                                  50.761;
01/07/2024 10:41:18;    7456.000;                                  50.232;
01/07/2024 10:41:19;    7457.000;                                  49.761;
01/07/2024 10:41:20;    7458.000;                                  49.221;
01/07/2024 10:41:21;    7459.000;                                  48.792;
01/07/2024 10:41:22;    7460.000;                                  48.258;
01/07/2024 10:41:23;    7461.000;                                  47.790;
01/07/2024 10:41:24;    7462.000;                                  47.243;
01/07/2024 10:41:25;    7463.000;                                  46.733;
01/07/2024 10:41:26;    7464.000;                                  46.180;
01/07/2024 10:41:27;    7465.000;                                  45.719;
01/07/2024 10:41:28;    7466.000;                                  45.188;
01/07/2024 10:41:29;    7467.000;                                  44.625;
01/07/2024 10:41:30;    7468.000;                                  44.153;
01/07/2024 10:41:31;    7469.000;                                  43.649;
01/07/2024 10:41:32;    7470.000;                                  43.101;
01/07/2024 10:41:33;    7471.000;                                  42.578;
01/07/2024 10:41:34;    7472.000;                                  42.058;
01/07/2024 10:41:35;    7473.000;                                  41.578;
01/07/2024 10:41:36;    7474.000;                                  41.044;
01/07/2024 10:41:37;    7475.000;                                  40.511;
01/07/2024 10:41:38;    7476.000;                                  39.979;
01/07/2024 10:41:39;    7477.000;                                  39.504;
01/07/2024 10:41:40;    7478.000;                                  38.960;
01/07/2024 10:41:41;    7479.000;                                  38.441;
01/07/2024 10:41:42;    7480.000;                                  37.931;
01/07/2024 10:41:43;    7481.000;                                  37.364;
01/07/2024 10:41:44;    7482.000;                                  36.903;
01/07/2024 10:41:45;    7483.000;                                  36.374;
01/07/2024 10:41:46;    7484.000;                                  35.829;
01/07/2024 10:41:47;    7485.000;                                  35.328;
01/07/2024 10:41:48;    7486.000;                                  34.797;
01/07/2024 10:41:49;    7487.000;                                  34.339;
01/07/2024 10:41:50;    7488.000;                                  33.761;
01/07/2024 10:41:51;    7489.000;                                  33.287;
01/07/2024 10:41:52;    7490.000;                                  32.731;
01/07/2024 10:41:53;    7491.000;                                  32.261;
01/07/2024 10:41:54;    7492.000;                                  31.733;
01/07/2024 10:41:55;    7493.000;                                  31.218;
01/07/2024 10:41:56;    7494.000;                                  30.723;
01/07/2024 10:41:57;    7495.000;                                  30.191;
01/07/2024 10:41:58;    7496.000;                                  29.691;
01/07/2024 10:41:59;    7497.000;                                  29.138;
01/07/2024 10:42:00;    7498.000;                                  28.664;
01/07/2024 10:42:01;    7499.000;                                  28.124;
01/07/2024 10:42:02;    7500.000;                                  27.634;
01/07/2024 10:42:03;    7501.000;                                  27.112;
01/07/2024 10:42:04;    7502.000;                                  26.552;
01/07/2024 10:42:05;    7503.000;                                  26.061;
01/07/2024 10:42:06;    7504.000;                                  25.560;
01/07/2024 10:42:07;    7505.000;                                  25.027;
01/07/2024 10:42:08;    7506.000;                                  24.529;
01/07/2024 10:42:09;    7507.000;                                  24.575;
01/07/2024 10:42:10;    7508.000;                                  24.555;
01/07/2024 10:42:11;    7509.000;                                  24.649;
01/07/2024 10:42:12;    7510.000;                                  24.667;
01/07/2024 10:42:13;    7511.000;                                  24.689;
01/07/2024 10:42:14;    7512.000;                                  24.739;
01/07/2024 10:42:15;    7513.000;                                  24.712;
01/07/2024 10:42:16;    7514.000;                                  24.710;
01/07/2024 10:42:17;    7515.000;                                  24.700;
01/07/2024 10:42:18;    7516.000;                                  24.715;
01/07/2024 10:42:19;    7517.000;                                  24.681;
01/07/2024 10:42:20;    7518.000;                                  24.738;
01/07/2024 10:42:21;    7519.000;                                  24.666;
01/07/2024 10:42:22;    7520.000;                                  24.729;
01/07/2024 10:42:23;    7521.000;                                  24.730;
01/07/2024 10:42:24;    7522.000;                                  24.710;
01/07/2024 10:42:25;    7523.000;                                  24.694;
01/07/2024 10:42:26;    7524.000;                                  24.677;
01/07/2024 10:42:27;    7525.000;                                  24.691;
01/07/2024 10:42:28;    7526.000;                                  24.737;
01/07/2024 10:42:29;    7527.000;                                  24.689;
01/07/2024 10:42:30;    7528.000;                                  24.711;
01/07/2024 10:42:31;    7529.000;                                  24.715;
01/07/2024 10:42:32;    7530.000;                                  24.729;
01/07/2024 10:42:33;    7531.000;                                  24.722;
01/07/2024 10:42:34;    7532.000;                                  24.723;
01/07/2024 10:42:35;    7533.000;                                  24.744;
01/07/2024 10:42:36;    7534.000;                                  24.683;
01/07/2024 10:42:37;    7535.000;                                  24.741;
01/07/2024 10:42:38;    7536.000;                                  24.714;
01/07/2024 10:42:39;    7537.000;                                  24.728;
01/07/2024 10:42:40;    7538.000;                                  24.684;
01/07/2024 10:42:41;    7539.000;                                  24.711;
01/07/2024 10:42:42;    7540.000;                                  24.729;
01/07/2024 10:42:43;    7541.000;                                  24.694;
01/07/2024 10:42:44;    7542.000;                                  24.771;
01/07/2024 10:42:45;    7543.000;                                  24.712;
01/07/2024 10:42:46;    7544.000;                                  24.726;
01/07/2024 10:42:47;    7545.000;                                  24.733;
01/07/2024 10:42:48;    7546.000;                                  24.740;
01/07/2024 10:42:49;    7547.000;                                  24.747;
01/07/2024 10:42:50;    7548.000;                                  24.724;
01/07/2024 10:42:51;    7549.000;                                  24.758;
01/07/2024 10:42:52;    7550.000;                                  24.710;
01/07/2024 10:42:53;    7551.000;                                  24.744;
01/07/2024 10:42:54;    7552.000;                                  24.772;
01/07/2024 10:42:55;    7553.000;                                  24.717;
01/07/2024 10:42:56;    7554.000;                                  24.542;
01/07/2024 10:42:57;    7555.000;                                  24.365;
01/07/2024 10:42:58;    7556.000;                                  24.086;
01/07/2024 10:42:59;    7557.000;                                  23.733;
01/07/2024 10:43:00;    7558.000;                                  23.444;
01/07/2024 10:43:01;    7559.000;                                  23.330;
01/07/2024 10:43:02;    7560.000;                                  23.365;
01/07/2024 10:43:03;    7561.000;                                  23.472;
01/07/2024 10:43:04;    7562.000;                                  23.511;
01/07/2024 10:43:05;    7563.000;                                  23.535;
01/07/2024 10:43:06;    7564.000;                                  23.546;
01/07/2024 10:43:07;    7565.000;                                  23.570;
01/07/2024 10:43:08;    7566.000;                                  23.563;
01/07/2024 10:43:09;    7567.000;                                  23.564;
01/07/2024 10:43:10;    7568.000;                                  23.554;
01/07/2024 10:43:11;    7569.000;                                  23.513;
01/07/2024 10:43:12;    7570.000;                                  23.579;
01/07/2024 10:43:13;    7571.000;                                  23.593;
01/07/2024 10:43:14;    7572.000;                                  23.590;
01/07/2024 10:43:15;    7573.000;                                  23.618;
01/07/2024 10:43:16;    7574.000;                                  23.639;
01/07/2024 10:43:17;    7575.000;                                  23.635;
01/07/2024 10:43:18;    7576.000;                                  23.570;
01/07/2024 10:43:19;    7577.000;                                  23.553;
01/07/2024 10:43:20;    7578.000;                                  23.301;
01/07/2024 10:43:21;    7579.000;                                  22.883;
01/07/2024 10:43:22;    7580.000;                                  22.324;
01/07/2024 10:43:23;    7581.000;                                  21.841;
01/07/2024 10:43:24;    7582.000;                                  21.275;
01/07/2024 10:43:25;    7583.000;                                  20.760;
01/07/2024 10:43:26;    7584.000;                                  20.211;
01/07/2024 10:43:27;    7585.000;                                  19.720;
01/07/2024 10:43:28;    7586.000;                                  19.202;
01/07/2024 10:43:29;    7587.000;                                  18.660;
01/07/2024 10:43:30;    7588.000;                                  18.073;
01/07/2024 10:43:31;    7589.000;                                  17.541;
01/07/2024 10:43:32;    7590.000;                                  17.033;
01/07/2024 10:43:33;    7591.000;                                  16.498;
01/07/2024 10:43:34;    7592.000;                                  15.952;
01/07/2024 10:43:35;    7593.000;                                  15.468;
01/07/2024 10:43:36;    7594.000;                                  14.912;
01/07/2024 10:43:37;    7595.000;                                  14.460;
01/07/2024 10:43:38;    7596.000;                                  13.955;
01/07/2024 10:43:39;    7597.000;                                  13.492;
01/07/2024 10:43:40;    7598.000;                                  12.976;
01/07/2024 10:43:41;    7599.000;                                  12.484;
01/07/2024 10:43:42;    7600.000;                                  12.051;
01/07/2024 10:43:43;    7601.000;                                  11.560;
01/07/2024 10:43:44;    7602.000;                                  11.070;
01/07/2024 10:43:45;    7603.000;                                  10.561;
01/07/2024 10:43:46;    7604.000;                                  10.094;
01/07/2024 10:43:47;    7605.000;                                   9.563;
01/07/2024 10:43:48;    7606.000;                                   9.086;
01/07/2024 10:43:49;    7607.000;                                   8.616;
01/07/2024 10:43:50;    7608.000;                                   8.169;
01/07/2024 10:43:51;    7609.000;                                   7.677;
01/07/2024 10:43:52;    7610.000;                                   7.164;
01/07/2024 10:43:53;    7611.000;                                   6.680;
01/07/2024 10:43:54;    7612.000;                                   6.187;
01/07/2024 10:43:55;    7613.000;                                   5.676;
01/07/2024 10:43:56;    7614.000;                                   5.184;
01/07/2024 10:43:57;    7615.000;                                   5.073;
01/07/2024 10:43:58;    7616.000;                                   5.044;
01/07/2024 10:43:59;    7617.000;                                   5.069;
01/07/2024 10:44:00;    7618.000;                                   5.050;
01/07/2024 10:44:01;    7619.000;                                   5.085;
01/07/2024 10:44:02;    7620.000;                                   5.082;
01/07/2024 10:44:03;    7621.000;                                   5.085;
01/07/2024 10:44:04;    7622.000;                                   5.068;
01/07/2024 10:44:05;    7623.000;                                   5.072;
01/07/2024 10:44:06;    7624.000;                                   5.072;
01/07/2024 10:44:07;    7625.000;                                   5.108;
01/07/2024 10:44:08;    7626.000;                                   5.102;
01/07/2024 10:44:09;    7627.000;                                   5.068;
01/07/2024 10:44:10;    7628.000;                                   5.118;
01/07/2024 10:44:11;    7629.000;                                   5.078;
01/07/2024 10:44:12;    7630.000;                                   5.094;
01/07/2024 10:44:13;    7631.000;                                   5.116;
01/07/2024 10:44:14;    7632.000;                                   5.118;
01/07/2024 10:44:15;    7633.000;                                   5.050;
01/07/2024 10:44:16;    7634.000;                                   5.119;
01/07/2024 10:44:17;    7635.000;                                   5.156;
01/07/2024 10:44:18;    7636.000;                                   5.102;
01/07/2024 10:44:19;    7637.000;                                   5.119;
01/07/2024 10:44:20;    7638.000;                                   5.121;
01/07/2024 10:44:21;    7639.000;                                   5.109;
01/07/2024 10:44:22;    7640.000;                                   5.126;
01/07/2024 10:44:23;    7641.000;                                   5.115;
01/07/2024 10:44:24;    7642.000;                                   5.152;
01/07/2024 10:44:25;    7643.000;                                   5.102;
01/07/2024 10:44:26;    7644.000;                                   5.140;
01/07/2024 10:44:27;    7645.000;                                   5.125;
01/07/2024 10:44:28;    7646.000;                                   5.107;
01/07/2024 10:44:29;    7647.000;                                   5.135;
01/07/2024 10:44:30;    7648.000;                                   5.099;
01/07/2024 10:44:31;    7649.000;                                   5.116;
01/07/2024 10:44:32;    7650.000;                                   5.091;
01/07/2024 10:44:33;    7651.000;                                   5.112;
01/07/2024 10:44:34;    7652.000;                                   5.111;
01/07/2024 10:44:35;    7653.000;                                   5.136;
01/07/2024 10:44:36;    7654.000;                                   5.117;
01/07/2024 10:44:37;    7655.000;                                   5.128;
01/07/2024 10:44:38;    7656.000;                                   5.124;
01/07/2024 10:44:39;    7657.000;                                   5.095;
01/07/2024 10:44:40;    7658.000;                                   5.102;
01/07/2024 10:44:41;    7659.000;                                   5.134;
01/07/2024 10:44:42;    7660.000;                                   5.088;
01/07/2024 10:44:43;    7661.000;                                   5.133;
01/07/2024 10:44:44;    7662.000;                                   5.101;
01/07/2024 10:44:45;    7663.000;                                   5.049;
01/07/2024 10:44:46;    7664.000;                                   5.122;
01/07/2024 10:44:47;    7665.000;                                   5.090;
01/07/2024 10:44:48;    7666.000;                                   5.129;
01/07/2024 10:44:49;    7667.000;                                   5.058;
01/07/2024 10:44:50;    7668.000;                                   5.143;
01/07/2024 10:44:51;    7669.000;                                   5.156;
01/07/2024 10:44:52;    7670.000;                                   5.083;
01/07/2024 10:44:53;    7671.000;                                   4.654;
01/07/2024 10:44:54;    7672.000;                                   4.271;
01/07/2024 10:44:55;    7673.000;                                   3.748;
01/07/2024 10:44:56;    7674.000;                                   3.229;
01/07/2024 10:44:57;    7675.000;                                   2.709;
01/07/2024 10:44:58;    7676.000;                                   2.253;
01/07/2024 10:44:59;    7677.000;                                   1.803;
01/07/2024 10:45:00;    7678.000;                                   1.193;
01/07/2024 10:45:01;    7679.000;                                   0.778;
01/07/2024 10:45:02;    7680.000;                                   0.515;
01/07/2024 10:45:03;    7681.000;                                   0.571;
01/07/2024 10:45:04;    7682.000;                                   0.496;
01/07/2024 10:45:05;    7683.000;                                   0.524;
01/07/2024 10:45:06;    7684.000;                                   0.559;
01/07/2024 10:45:07;    7685.000;                                   0.541;
01/07/2024 10:45:08;    7686.000;                                   0.526;
01/07/2024 10:45:09;    7687.000;                                   0.533;
01/07/2024 10:45:10;    7688.000;                                   0.526;
01/07/2024 10:45:11;    7689.000;                                   0.508;
01/07/2024 10:45:12;    7690.000;                                   0.536;
01/07/2024 10:45:13;    7691.000;                                   0.538;
01/07/2024 10:45:14;    7692.000;                                   0.520;
01/07/2024 10:45:15;    7693.000;                                   0.537;
01/07/2024 10:45:16;    7694.000;                                   0.558;
01/07/2024 10:45:17;    7695.000;                                   0.519;
01/07/2024 10:45:18;    7696.000;                                   0.536;
01/07/2024 10:45:19;    7697.000;                                   0.539;
01/07/2024 10:45:20;    7698.000;                                   0.507;
01/07/2024 10:45:21;    7699.000;                                   0.531;
01/07/2024 10:45:22;    7700.000;                                   0.538;
01/07/2024 10:45:23;    7701.000;                                   0.520;
01/07/2024 10:45:24;    7702.000;                                   0.537;
01/07/2024 10:45:25;    7703.000;                                   0.512;
01/07/2024 10:45:26;    7704.000;                                   0.558;
01/07/2024 10:45:27;    7705.000;                                   0.522;
01/07/2024 10:45:28;    7706.000;                                   0.518;
01/07/2024 10:45:29;    7707.000;                                   0.518;
01/07/2024 10:45:30;    7708.000;                                   0.532;
01/07/2024 10:45:31;    7709.000;                                   0.535;
01/07/2024 10:45:32;    7710.000;                                   0.528;
01/07/2024 10:45:33;    7711.000;                                   0.510;
01/07/2024 10:45:34;    7712.000;                                   0.510;
01/07/2024 10:45:35;    7713.000;                                   0.531;
01/07/2024 10:45:36;    7714.000;                                   0.513;
01/07/2024 10:45:37;    7715.000;                                   0.516;
01/07/2024 10:45:38;    7716.000;                                   0.545;
01/07/2024 10:45:39;    7717.000;                                   0.527;
01/07/2024 10:45:40;    7718.000;                                   0.530;
01/07/2024 10:45:41;    7719.000;                                   0.488;
01/07/2024 10:45:42;    7720.000;                                   0.467;
01/07/2024 10:45:43;    7721.000;                                   0.410;
01/07/2024 10:45:44;    7722.000;                                   0.203;
01/07/2024 10:45:45;    7723.000;                                   0.056;
01/07/2024 10:45:46;    7724.000;                                  -0.001;
01/07/2024 10:45:47;    7725.000;                                  -0.029;
01/07/2024 10:45:48;    7726.000;                                   0.002;
01/07/2024 10:45:49;    7727.000;                                   0.002;
01/07/2024 10:45:50;    7728.000;                                  -0.026;
01/07/2024 10:45:51;    7729.000;                                  -0.016;
01/07/2024 10:45:52;    7730.000;                                  -0.019;
01/07/2024 10:45:53;    7731.000;                                  -0.009;
01/07/2024 10:45:54;    7732.000;                                  -0.026;
01/07/2024 10:45:55;    7733.000;                                   0.009;
01/07/2024 10:45:56;    7734.000;                                  -0.043;
01/07/2024 10:45:57;    7735.000;                                  -0.054;
01/07/2024 10:45:58;    7736.000;                                  -0.005;
01/07/2024 10:45:59;    7737.000;                                   0.002;
01/07/2024 10:46:00;    7738.000;                                  -0.001;
01/07/2024 10:46:01;    7739.000;                                  -0.015;
01/07/2024 10:46:02;    7740.000;                                  -0.015;
01/07/2024 10:46:03;    7741.000;                                  -0.011;
01/07/2024 10:46:04;    7742.000;                                  -0.000;
01/07/2024 10:46:05;    7743.000;                                  -0.003;
01/07/2024 10:46:06;    7744.000;                                  -0.024;
01/07/2024 10:46:07;    7745.000;                                   0.004;
01/07/2024 10:46:08;    7746.000;                                  -0.027;
01/07/2024 10:46:09;    7747.000;                                  -0.016;
01/07/2024 10:46:10;    7748.000;                                  -0.013;
01/07/2024 10:46:11;    7749.000;                                  -0.002;
01/07/2024 10:46:12;    7750.000;                                  -0.008;
01/07/2024 10:46:13;    7751.000;                                  -0.005;
01/07/2024 10:46:14;    7752.000;                                  -0.022;
01/07/2024 10:46:15;    7753.000;                                  -0.029;
01/07/2024 10:46:16;    7754.000;                                  -0.014;
01/07/2024 10:46:17;    7755.000;                                  -0.004;
01/07/2024 10:46:18;    7756.000;                                  -0.035;
01/07/2024 10:46:19;    7757.000;                                  -0.014;
01/07/2024 10:46:20;    7758.000;                                  -0.020;
01/07/2024 10:46:21;    7759.000;                                  -0.013;
01/07/2024 10:46:22;    7760.000;                                  -0.030;
01/07/2024 10:46:23;    7761.000;                                   0.015;
01/07/2024 10:46:24;    7762.000;                                  -0.019;
01/07/2024 10:46:25;    7763.000;                                  -0.015;
01/07/2024 10:46:26;    7764.000;                                   0.009;
01/07/2024 10:46:27;    7765.000;                                  -0.011;
01/07/2024 10:46:28;    7766.000;                                  -0.007;
01/07/2024 10:46:29;    7767.000;                                  -0.053;
01/07/2024 10:46:30;    7768.000;                                  -0.003;
01/07/2024 10:46:31;    7769.000;                                  -0.031;
01/07/2024 10:46:32;    7770.000;                                  -0.034;
01/07/2024 10:46:33;    7771.000;                                  -0.017;
01/07/2024 10:46:34;    7772.000;                                  -0.013;
01/07/2024 10:46:35;    7773.000;                                  -0.020;
01/07/2024 10:46:36;    7774.000;                                  -0.016;
01/07/2024 10:46:37;    7775.000;                                   0.006;
01/07/2024 10:46:38;    7776.000;                                   0.024;
01/07/2024 10:46:39;    7777.000;                                  -0.033;
01/07/2024 10:46:40;    7778.000;                                  -0.011;
01/07/2024 10:46:41;    7779.000;                                   0.003;
01/07/2024 10:46:42;    7780.000;                                  -0.036;
01/07/2024 10:46:43;    7781.000;                                  -0.028;
01/07/2024 10:46:44;    7782.000;                                   0.004;
01/07/2024 10:46:45;    7783.000;                                  -0.028;
01/07/2024 10:46:46;    7784.000;                                  -0.042;
01/07/2024 10:46:47;    7785.000;                                   0.001;
01/07/2024 10:46:48;    7786.000;                                  -0.027;
01/07/2024 10:46:49;    7787.000;                                   0.001;
01/07/2024 10:46:50;    7788.000;                                  -0.002;
01/07/2024 10:46:51;    7789.000;                                  -0.020;
01/07/2024 10:46:52;    7790.000;                                   0.008;
01/07/2024 10:46:53;    7791.000;                                  -0.016;
01/07/2024 10:46:54;    7792.000;                                  -0.005;
01/07/2024 10:46:55;    7793.000;                                  -0.001;
01/07/2024 10:46:56;    7794.000;                                   0.002;
01/07/2024 10:46:57;    7795.000;                                  -0.018;
01/07/2024 10:46:58;    7796.000;                                  -0.026;
01/07/2024 10:46:59;    7797.000;                                  -0.011;
01/07/2024 10:47:00;    7798.000;                                  -0.025;
01/07/2024 10:47:01;    7799.000;                                  -0.007;
01/07/2024 10:47:02;    7800.000;                                  -0.007;
01/07/2024 10:47:03;    7801.000;                                  -0.025;
01/07/2024 10:47:04;    7802.000;                                  -0.017;
01/07/2024 10:47:05;    7803.000;                                  -0.003;
01/07/2024 10:47:06;    7804.000;                                  -0.013;
01/07/2024 10:47:07;    7805.000;                                  -0.014;
01/07/2024 10:47:08;    7806.000;                                  -0.010;
01/07/2024 10:47:09;    7807.000;                                   0.004;
01/07/2024 10:47:10;    7808.000;                                  -0.034;
01/07/2024 10:47:11;    7809.000;                                  -0.006;
01/07/2024 10:47:12;    7810.000;                                  -0.002;
01/07/2024 10:47:13;    7811.000;                                   0.005;
01/07/2024 10:47:14;    7812.000;                                  -0.030;
01/07/2024 10:47:15;    7813.000;                                  -0.020;
01/07/2024 10:47:16;    7814.000;                                  -0.013;
01/07/2024 10:47:17;    7815.000;                                  -0.012;
01/07/2024 10:47:18;    7816.000;                                  -0.002;
01/07/2024 10:47:19;    7817.000;                                  -0.012;
01/07/2024 10:47:20;    7818.000;                                   0.006;
01/07/2024 10:47:21;    7819.000;                                  -0.029;
01/07/2024 10:47:22;    7820.000;                                  -0.022;
01/07/2024 10:47:23;    7821.000;                                  -0.011;
01/07/2024 10:47:24;    7822.000;                                  -0.012;
01/07/2024 10:47:25;    7823.000;                                  -0.008;
01/07/2024 10:47:26;    7824.000;                                  -0.008;
01/07/2024 10:47:27;    7825.000;                                  -0.018;
01/07/2024 10:47:28;    7826.000;                                  -0.014;
01/07/2024 10:47:29;    7827.000;                                  -0.011;
01/07/2024 10:47:30;    7828.000;                                  -0.011;
01/07/2024 10:47:31;    7829.000;                                   0.010;
01/07/2024 10:47:32;    7830.000;                                   0.007;
01/07/2024 10:47:33;    7831.000;                                   0.004;
01/07/2024 10:47:34;    7832.000;                                  -0.003;
