Report Date:;01/07/2024 15:54:41
Report User Name:;clt-sonde
Report Computer Name:;CLT-THO-SA249-P
Application:;WinSitu.exe
Application Version:;5.7.6.1


Log File Properties
File Name;240701-WS-Leman-10-2024_2024-07-01_15-54-28-598.wsl
Create Date;01/07/2024 15:54:25

Device Properties
Device;Level TROLL 400
Site;Leman SHL2
Device Name; 
Serial Number;1028058
Firmware Version;3.09
Hardware Version;6
Device Address;1
Device Comm Cfg;9600,8,Even,1,(Modbus-ASCII)
Used Memory;46
Used Battery;17

Log Configuration
;Log Name;240701-WS-Leman-10-2024
;Created By;clt-sonde
;Computer Name;CLT-THO-SA249-P
;Application;WinSitu.exe
;Application Version;5.7.6.1
;Create Date;01/07/2024 08:35:08 Paris, Madrid (heure d’été)
;Log Setup Time Zone;Paris, Madrid (heure d’été)
;Notes Size(bytes);4096
;Overwrite when full;Disabled
;Scheduled Start Time;Manual Start
;Scheduled Stop Time;No Stop Time
;Type;Fast Linear
 ;Interval;Days: 0 hrs: 00 mins: 00 secs: 01



Level Reference Settings At Log Creation
;        Level Measurement Mode;Depth
;              Specific Gravity;0.999


Other Log Settings
;Pressure Offset:;958.846 (mBar)
;Depth of Probe:;-0.0146812 (m)
;Head Pressure:;-1.43829 (mBar)
;Temperature:;23.5633 (C)



Log Notes:
Date and Time;Note
01/07/2024 08:35:21;Used Battery: 17% Used Memory: 50%   User Name: clt-sonde
01/07/2024 08:37:02;Manual Start Command
01/07/2024 15:41:29;Used Battery: 17% Used Memory: 34%   User Name: clt-sonde
01/07/2024 15:41:30;Manual Stop Command


Log Data:
Record Count;25455

Sensors;1

 ,1,1028058,Pressure/Temp 500 PSIA (341.3m/1120ft)

Time Zone: Paris, Madrid (heure d’été)

;;Sensor: Pres(A) 1120ft                  ;
01/07/2024 08:40:12;     190.000;                                   0.006;
01/07/2024 08:40:13;     191.000;                                   0.013;
01/07/2024 08:40:14;     192.000;                                  -0.002;
01/07/2024 08:40:15;     193.000;                                   0.012;
01/07/2024 08:40:16;     194.000;                                   0.008;
01/07/2024 08:40:17;     195.000;                                   0.016;
01/07/2024 08:40:18;     196.000;                                   0.012;
01/07/2024 08:40:19;     197.000;                                   0.015;
01/07/2024 08:40:20;     198.000;                                   0.022;
01/07/2024 08:40:21;     199.000;                                   0.012;
01/07/2024 08:40:22;     200.000;                                  -0.002;
01/07/2024 08:40:23;     201.000;                                   0.012;
01/07/2024 08:40:24;     202.000;                                   0.051;
01/07/2024 08:40:25;     203.000;                                  -0.009;
01/07/2024 08:40:26;     204.000;                                  -0.015;
01/07/2024 08:40:27;     205.000;                                  -0.005;
01/07/2024 08:40:28;     206.000;                                   0.013;
01/07/2024 08:40:29;     207.000;                                  -0.008;
01/07/2024 08:40:30;     208.000;                                  -0.004;
01/07/2024 08:40:31;     209.000;                                  -0.011;
01/07/2024 08:40:32;     210.000;                                   0.001;
01/07/2024 08:40:33;     211.000;                                   0.008;
01/07/2024 08:40:34;     212.000;                                   0.009;
01/07/2024 08:40:35;     213.000;                                  -0.005;
01/07/2024 08:40:36;     214.000;                                   0.012;
01/07/2024 08:40:37;     215.000;                                   0.021;
01/07/2024 08:40:38;     216.000;                                  -0.018;
01/07/2024 08:40:39;     217.000;                                   0.014;
01/07/2024 08:40:40;     218.000;                                   0.025;
01/07/2024 08:40:41;     219.000;                                   0.012;
01/07/2024 08:40:42;     220.000;                                   0.034;
01/07/2024 08:40:43;     221.000;                                   0.013;
01/07/2024 08:40:44;     222.000;                                  -0.015;
01/07/2024 08:40:45;     223.000;                                   0.038;
01/07/2024 08:40:46;     224.000;                                   0.007;
01/07/2024 08:40:47;     225.000;                                   0.017;
01/07/2024 08:40:48;     226.000;                                   0.004;
01/07/2024 08:40:49;     227.000;                                   0.008;
01/07/2024 08:40:50;     228.000;                                   0.008;
01/07/2024 08:40:51;     229.000;                                   0.030;
01/07/2024 08:40:52;     230.000;                                   0.016;
01/07/2024 08:40:53;     231.000;                                   0.023;
01/07/2024 08:40:54;     232.000;                                  -0.008;
01/07/2024 08:40:55;     233.000;                                  -0.001;
01/07/2024 08:40:56;     234.000;                                   0.006;
01/07/2024 08:40:57;     235.000;                                   0.007;
01/07/2024 08:40:58;     236.000;                                   0.036;
01/07/2024 08:40:59;     237.000;                                   0.004;
01/07/2024 08:41:00;     238.000;                                   0.026;
01/07/2024 08:41:01;     239.000;                                   0.008;
01/07/2024 08:41:02;     240.000;                                   0.019;
01/07/2024 08:41:03;     241.000;                                  -0.002;
01/07/2024 08:41:04;     242.000;                                   0.012;
01/07/2024 08:41:05;     243.000;                                   0.005;
01/07/2024 08:41:06;     244.000;                                   0.002;
01/07/2024 08:41:07;     245.000;                                   0.010;
01/07/2024 08:41:08;     246.000;                                   0.013;
01/07/2024 08:41:09;     247.000;                                   0.010;
01/07/2024 08:41:10;     248.000;                                   0.007;
01/07/2024 08:41:11;     249.000;                                   0.007;
01/07/2024 08:41:12;     250.000;                                   0.001;
01/07/2024 08:41:13;     251.000;                                  -0.003;
01/07/2024 08:41:14;     252.000;                                   0.008;
01/07/2024 08:41:15;     253.000;                                   0.005;
01/07/2024 08:41:16;     254.000;                                   0.020;
01/07/2024 08:41:17;     255.000;                                  -0.019;
01/07/2024 08:41:18;     256.000;                                   0.020;
01/07/2024 08:41:19;     257.000;                                   0.021;
01/07/2024 08:41:20;     258.000;                                   0.007;
01/07/2024 08:41:21;     259.000;                                   0.014;
01/07/2024 08:41:22;     260.000;                                  -0.006;
01/07/2024 08:41:23;     261.000;                                   0.001;
01/07/2024 08:41:24;     262.000;                                   0.033;
01/07/2024 08:41:25;     263.000;                                   0.009;
01/07/2024 08:41:26;     264.000;                                   0.020;
01/07/2024 08:41:27;     265.000;                                   0.020;
01/07/2024 08:41:28;     266.000;                                  -0.004;
01/07/2024 08:41:29;     267.000;                                  -0.000;
01/07/2024 08:41:30;     268.000;                                  -0.025;
01/07/2024 08:41:31;     269.000;                                   0.005;
01/07/2024 08:41:32;     270.000;                                   0.008;
01/07/2024 08:41:33;     271.000;                                  -0.002;
01/07/2024 08:41:34;     272.000;                                   0.013;
01/07/2024 08:41:35;     273.000;                                  -0.023;
01/07/2024 08:41:36;     274.000;                                   0.010;
01/07/2024 08:41:37;     275.000;                                   0.017;
01/07/2024 08:41:38;     276.000;                                  -0.018;
01/07/2024 08:41:39;     277.000;                                  -0.018;
01/07/2024 08:41:40;     278.000;                                  -0.010;
01/07/2024 08:41:41;     279.000;                                   0.012;
01/07/2024 08:41:42;     280.000;                                  -0.002;
01/07/2024 08:41:43;     281.000;                                   0.034;
01/07/2024 08:41:44;     282.000;                                  -0.019;
01/07/2024 08:41:45;     283.000;                                  -0.001;
01/07/2024 08:41:46;     284.000;                                   0.017;
01/07/2024 08:41:47;     285.000;                                  -0.004;
01/07/2024 08:41:48;     286.000;                                  -0.006;
01/07/2024 08:41:49;     287.000;                                   0.000;
01/07/2024 08:41:50;     288.000;                                   0.009;
01/07/2024 08:41:51;     289.000;                                   0.030;
01/07/2024 08:41:52;     290.000;                                   0.030;
01/07/2024 08:41:53;     291.000;                                  -0.001;
01/07/2024 08:41:54;     292.000;                                   0.006;
01/07/2024 08:41:55;     293.000;                                   0.020;
01/07/2024 08:41:56;     294.000;                                   0.039;
01/07/2024 08:41:57;     295.000;                                   0.007;
01/07/2024 08:41:58;     296.000;                                   0.032;
01/07/2024 08:41:59;     297.000;                                   0.015;
01/07/2024 08:42:00;     298.000;                                   0.019;
01/07/2024 08:42:01;     299.000;                                   0.019;
01/07/2024 08:42:02;     300.000;                                   0.005;
01/07/2024 08:42:03;     301.000;                                   0.002;
01/07/2024 08:42:04;     302.000;                                   0.013;
01/07/2024 08:42:05;     303.000;                                  -0.012;
01/07/2024 08:42:06;     304.000;                                   0.010;
01/07/2024 08:42:07;     305.000;                                   0.018;
01/07/2024 08:42:08;     306.000;                                  -0.018;
01/07/2024 08:42:09;     307.000;                                   0.001;
01/07/2024 08:42:10;     308.000;                                  -0.002;
01/07/2024 08:42:11;     309.000;                                  -0.005;
01/07/2024 08:42:12;     310.000;                                   0.006;
01/07/2024 08:42:13;     311.000;                                  -0.004;
01/07/2024 08:42:14;     312.000;                                  -0.000;
01/07/2024 08:42:15;     313.000;                                   0.018;
01/07/2024 08:42:16;     314.000;                                   0.022;
01/07/2024 08:42:17;     315.000;                                  -0.016;
01/07/2024 08:42:18;     316.000;                                  -0.002;
01/07/2024 08:42:19;     317.000;                                   0.017;
01/07/2024 08:42:20;     318.000;                                   0.003;
01/07/2024 08:42:21;     319.000;                                   0.010;
01/07/2024 08:42:22;     320.000;                                   0.018;
01/07/2024 08:42:23;     321.000;                                   0.015;
01/07/2024 08:42:24;     322.000;                                  -0.002;
01/07/2024 08:42:25;     323.000;                                   0.005;
01/07/2024 08:42:26;     324.000;                                   0.020;
01/07/2024 08:42:27;     325.000;                                   0.017;
01/07/2024 08:42:28;     326.000;                                  -0.004;
01/07/2024 08:42:29;     327.000;                                   0.022;
01/07/2024 08:42:30;     328.000;                                   0.018;
01/07/2024 08:42:31;     329.000;                                   0.016;
01/07/2024 08:42:32;     330.000;                                   0.009;
01/07/2024 08:42:33;     331.000;                                  -0.005;
01/07/2024 08:42:34;     332.000;                                   0.014;
01/07/2024 08:42:35;     333.000;                                   0.000;
01/07/2024 08:42:36;     334.000;                                   0.011;
01/07/2024 08:42:37;     335.000;                                   0.009;
01/07/2024 08:42:38;     336.000;                                   0.002;
01/07/2024 08:42:39;     337.000;                                   0.010;
01/07/2024 08:42:40;     338.000;                                   0.011;
01/07/2024 08:42:41;     339.000;                                  -0.013;
01/07/2024 08:42:42;     340.000;                                   0.043;
01/07/2024 08:42:43;     341.000;                                  -0.002;
01/07/2024 08:42:44;     342.000;                                  -0.008;
01/07/2024 08:42:45;     343.000;                                  -0.008;
01/07/2024 08:42:46;     344.000;                                  -0.010;
01/07/2024 08:42:47;     345.000;                                   0.011;
01/07/2024 08:42:48;     346.000;                                   0.001;
01/07/2024 08:42:49;     347.000;                                   0.020;
01/07/2024 08:42:50;     348.000;                                   0.017;
01/07/2024 08:42:51;     349.000;                                  -0.004;
01/07/2024 08:42:52;     350.000;                                  -0.007;
01/07/2024 08:42:53;     351.000;                                   0.014;
01/07/2024 08:42:54;     352.000;                                   0.029;
01/07/2024 08:42:55;     353.000;                                   0.026;
01/07/2024 08:42:56;     354.000;                                   0.005;
01/07/2024 08:42:57;     355.000;                                   0.038;
01/07/2024 08:42:58;     356.000;                                   0.034;
01/07/2024 08:42:59;     357.000;                                   0.010;
01/07/2024 08:43:00;     358.000;                                   0.010;
01/07/2024 08:43:01;     359.000;                                   0.000;
01/07/2024 08:43:02;     360.000;                                   0.008;
01/07/2024 08:43:03;     361.000;                                   0.011;
01/07/2024 08:43:04;     362.000;                                  -0.006;
01/07/2024 08:43:05;     363.000;                                   0.019;
01/07/2024 08:43:06;     364.000;                                  -0.016;
01/07/2024 08:43:07;     365.000;                                  -0.005;
01/07/2024 08:43:08;     366.000;                                   0.041;
01/07/2024 08:43:09;     367.000;                                   0.016;
01/07/2024 08:43:10;     368.000;                                   0.016;
01/07/2024 08:43:11;     369.000;                                   0.024;
01/07/2024 08:43:12;     370.000;                                   0.010;
01/07/2024 08:43:13;     371.000;                                   0.013;
01/07/2024 08:43:14;     372.000;                                   0.003;
01/07/2024 08:43:15;     373.000;                                  -0.000;
01/07/2024 08:43:16;     374.000;                                   0.018;
01/07/2024 08:43:17;     375.000;                                  -0.004;
01/07/2024 08:43:18;     376.000;                                   0.014;
01/07/2024 08:43:19;     377.000;                                  -0.007;
01/07/2024 08:43:20;     378.000;                                   0.004;
01/07/2024 08:43:21;     379.000;                                   0.008;
01/07/2024 08:43:22;     380.000;                                   0.008;
01/07/2024 08:43:23;     381.000;                                   0.022;
01/07/2024 08:43:24;     382.000;                                   0.029;
01/07/2024 08:43:25;     383.000;                                   0.009;
01/07/2024 08:43:26;     384.000;                                  -0.002;
01/07/2024 08:43:27;     385.000;                                   0.026;
01/07/2024 08:43:28;     386.000;                                  -0.012;
01/07/2024 08:43:29;     387.000;                                  -0.009;
01/07/2024 08:43:30;     388.000;                                  -0.016;
01/07/2024 08:43:31;     389.000;                                   0.016;
01/07/2024 08:43:32;     390.000;                                   0.009;
01/07/2024 08:43:33;     391.000;                                   0.010;
01/07/2024 08:43:34;     392.000;                                  -0.001;
01/07/2024 08:43:35;     393.000;                                  -0.008;
01/07/2024 08:43:36;     394.000;                                  -0.001;
01/07/2024 08:43:37;     395.000;                                  -0.008;
01/07/2024 08:43:38;     396.000;                                  -0.011;
01/07/2024 08:43:39;     397.000;                                  -0.015;
01/07/2024 08:43:40;     398.000;                                   0.013;
01/07/2024 08:43:41;     399.000;                                   0.003;
01/07/2024 08:43:42;     400.000;                                  -0.015;
01/07/2024 08:43:43;     401.000;                                   0.010;
01/07/2024 08:43:44;     402.000;                                  -0.008;
01/07/2024 08:43:45;     403.000;                                   0.013;
01/07/2024 08:43:46;     404.000;                                   0.016;
01/07/2024 08:43:47;     405.000;                                  -0.016;
01/07/2024 08:43:48;     406.000;                                   0.023;
01/07/2024 08:43:49;     407.000;                                   0.009;
01/07/2024 08:43:50;     408.000;                                   0.020;
01/07/2024 08:43:51;     409.000;                                   0.037;
01/07/2024 08:43:52;     410.000;                                  -0.012;
01/07/2024 08:43:53;     411.000;                                   0.009;
01/07/2024 08:43:54;     412.000;                                   0.005;
01/07/2024 08:43:55;     413.000;                                   0.009;
01/07/2024 08:43:56;     414.000;                                   0.015;
01/07/2024 08:43:57;     415.000;                                  -0.013;
01/07/2024 08:43:58;     416.000;                                  -0.006;
01/07/2024 08:43:59;     417.000;                                   0.001;
01/07/2024 08:44:00;     418.000;                                   0.004;
01/07/2024 08:44:01;     419.000;                                   0.011;
01/07/2024 08:44:02;     420.000;                                   0.001;
01/07/2024 08:44:03;     421.000;                                   0.004;
01/07/2024 08:44:04;     422.000;                                  -0.003;
01/07/2024 08:44:05;     423.000;                                   0.018;
01/07/2024 08:44:06;     424.000;                                  -0.011;
01/07/2024 08:44:07;     425.000;                                  -0.003;
01/07/2024 08:44:08;     426.000;                                   0.007;
01/07/2024 08:44:09;     427.000;                                   0.018;
01/07/2024 08:44:10;     428.000;                                   0.007;
01/07/2024 08:44:11;     429.000;                                  -0.007;
01/07/2024 08:44:12;     430.000;                                   0.028;
01/07/2024 08:44:13;     431.000;                                   0.007;
01/07/2024 08:44:14;     432.000;                                  -0.000;
01/07/2024 08:44:15;     433.000;                                  -0.008;
01/07/2024 08:44:16;     434.000;                                  -0.011;
01/07/2024 08:44:17;     435.000;                                   0.010;
01/07/2024 08:44:18;     436.000;                                   0.020;
01/07/2024 08:44:19;     437.000;                                   0.031;
01/07/2024 08:44:20;     438.000;                                   0.009;
01/07/2024 08:44:21;     439.000;                                   0.020;
01/07/2024 08:44:22;     440.000;                                   0.002;
01/07/2024 08:44:23;     441.000;                                   0.009;
01/07/2024 08:44:24;     442.000;                                   0.009;
01/07/2024 08:44:25;     443.000;                                  -0.005;
01/07/2024 08:44:26;     444.000;                                   0.023;
01/07/2024 08:44:27;     445.000;                                   0.002;
01/07/2024 08:44:28;     446.000;                                   0.009;
01/07/2024 08:44:29;     447.000;                                   0.012;
01/07/2024 08:44:30;     448.000;                                   0.008;
01/07/2024 08:44:31;     449.000;                                   0.005;
01/07/2024 08:44:32;     450.000;                                   0.026;
01/07/2024 08:44:33;     451.000;                                   0.004;
01/07/2024 08:44:34;     452.000;                                   0.018;
01/07/2024 08:44:35;     453.000;                                   0.008;
01/07/2024 08:44:36;     454.000;                                   0.000;
01/07/2024 08:44:37;     455.000;                                   0.035;
01/07/2024 08:44:38;     456.000;                                  -0.017;
01/07/2024 08:44:39;     457.000;                                   0.017;
01/07/2024 08:44:40;     458.000;                                   0.007;
01/07/2024 08:44:41;     459.000;                                   0.003;
01/07/2024 08:44:42;     460.000;                                   0.024;
01/07/2024 08:44:43;     461.000;                                   0.013;
